scope,geography_level,geography_name,geography_code,group_a_code,group_a,group_b_code,group_b,contrast,group_a_indoor_exposure_share,group_b_indoor_exposure_share,difference_a_minus_b,ci_95_low,ci_95_high,bootstrap_p_two_sided,bootstrap_repetitions,exposed_raw_n,group_a_exposed_raw_n,group_b_exposed_raw_n,group_a_effective_n,group_b_effective_n,minimum_group_exposed_raw_n,minimum_group_effective_n,low_group_raw_n_below_20,low_group_effective_n_below_20,estimable,p_fdr_bh,significant_95_ci,significant_fdr_05
all_six_waves_equal_wave_weight,London,London,London,2,Active,0,Inactive,Active minus Inactive,0.585500814799934,0.6979797783521471,-0.1124789635522131,-0.19488596009061068,-0.02441976073139591,0.011976047904191617,500,15738,14532,110,7186.823424872202,66.5514212319505,110,66.5514212319505,False,False,True,0.03747344021634151,True,True
all_six_waves_equal_wave_weight,London,London,London,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.585500814799934,0.676682038038042,-0.09118122323810807,-0.12333673791227664,-0.06061565619487243,0.003992015968063872,500,15738,14532,1096,7186.823424872202,551.8375189516698,1096,551.8375189516698,False,False,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,London,London,London,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.676682038038042,0.6979797783521471,-0.02129774031410503,-0.11181424487773138,0.06628990254784024,0.6027944111776448,500,15738,1096,110,551.8375189516698,66.5514212319505,110,66.5514212319505,False,False,True,0.7225062070979992,False,False
all_six_waves_equal_wave_weight,Borough,Barking and Dagenham,E09000002,2,Active,0,Inactive,Active minus Inactive,0.5824053851139944,1.0,-0.4175946148860056,-0.46357931174186606,-0.36878541754699934,0.003992015968063872,500,313,281,4,146.9288370316192,2.9172019355599614,4,2.9172019355599614,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Barking and Dagenham,E09000002,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5824053851139944,0.7349812430498399,-0.1525758579358455,-0.30794370152116624,0.03033372756623231,0.12375249500998003,500,313,281,28,146.9288370316192,20.753623531459336,28,20.753623531459336,False,False,True,0.25815036593479707,False,False
all_six_waves_equal_wave_weight,Borough,Barking and Dagenham,E09000002,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7349812430498399,1.0,-0.2650187569501601,-0.4459886325210463,-0.11445306077466742,0.003992015968063872,500,313,28,4,20.753623531459336,2.9172019355599614,4,2.9172019355599614,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Barnet,E09000003,2,Active,0,Inactive,Active minus Inactive,0.5725689418384131,0.6551515524787219,-0.0825826106403088,-0.35723758896235713,0.09866628030203395,0.4590818363273453,500,517,480,5,251.3330476909231,2.6536429092761775,5,2.6536429092761775,True,True,True,0.6271963116021477,False,False
all_six_waves_equal_wave_weight,Borough,Barnet,E09000003,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5725689418384131,0.7683677242409692,-0.1957987824025561,-0.33908058541398695,-0.01526606518376469,0.043912175648702596,500,517,480,32,251.3330476909231,15.24055188184924,32,15.24055188184924,False,True,True,0.1038897814127842,True,False
all_six_waves_equal_wave_weight,Borough,Barnet,E09000003,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7683677242409692,0.6551515524787219,0.1132161717622473,-0.19976614789901478,0.3583739427470095,0.49500998003992014,500,517,32,5,15.24055188184924,2.6536429092761775,5,2.6536429092761775,True,True,True,0.648864433295571,False,False
all_six_waves_equal_wave_weight,Borough,Bexley,E09000004,2,Active,0,Inactive,Active minus Inactive,0.5879859767865878,0.7539156620724615,-0.1659296852858737,-0.3800062446738515,0.36598571280811226,0.5508982035928144,500,392,351,5,199.0618730331449,2.6396616308256124,5,2.6396616308256124,True,True,True,0.6939886460844544,False,False
all_six_waves_equal_wave_weight,Borough,Bexley,E09000004,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5879859767865878,0.8125899576255775,-0.2246039808389897,-0.36028708029462997,-0.05253876742873535,0.031936127744510975,500,392,351,36,199.0618730331449,25.2500031112076,36,25.2500031112076,False,False,True,0.08372444300588013,True,False
all_six_waves_equal_wave_weight,Borough,Bexley,E09000004,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8125899576255775,0.7539156620724615,0.058674295553115985,-0.21672593520481687,0.5845233325599455,0.6746506986027944,500,392,36,5,25.2500031112076,2.6396616308256124,5,2.6396616308256124,True,True,True,0.7698955031114242,False,False
all_six_waves_equal_wave_weight,Borough,Brent,E09000005,2,Active,0,Inactive,Active minus Inactive,0.6097905735668311,0.6887460137318351,-0.078955440165004,-0.3723810289914904,0.11103283194850191,0.654690618762475,500,427,388,2,198.42488680142995,1.886734047126894,2,1.886734047126894,True,True,True,0.765120361686266,False,False
all_six_waves_equal_wave_weight,Borough,Brent,E09000005,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6097905735668311,0.6410606336043503,-0.0312700600375192,-0.26396339286251025,0.22206359672007292,0.6906187624750499,500,427,388,37,198.42488680142995,17.932774076223996,37,17.932774076223996,False,True,True,0.7789537204660447,False,False
all_six_waves_equal_wave_weight,Borough,Brent,E09000005,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6410606336043503,0.6887460137318351,-0.0476853801274848,-0.43988631890511337,0.268991831176675,0.8502994011976048,500,427,37,2,17.932774076223996,1.886734047126894,2,1.886734047126894,True,True,True,0.8868714184534159,False,False
all_six_waves_equal_wave_weight,Borough,Bromley,E09000006,2,Active,0,Inactive,Active minus Inactive,0.5729615343470114,0.7211289709688867,-0.14816743662187537,-0.39930888323363467,0.2588749474111691,0.5149700598802395,500,481,447,5,226.7791176474692,4.179937459962593,5,4.179937459962593,True,True,True,0.6660279441117763,False,False
all_six_waves_equal_wave_weight,Borough,Bromley,E09000006,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5729615343470114,0.7540317492598706,-0.18107021491285924,-0.3485440074882332,-0.02347243205135154,0.023952095808383235,500,481,447,29,226.7791176474692,15.102472478257448,29,15.102472478257448,False,True,True,0.07040464525494466,True,False
all_six_waves_equal_wave_weight,Borough,Bromley,E09000006,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7540317492598706,0.7211289709688867,0.03290277829098387,-0.2881892296831973,0.4688443638120211,0.8383233532934131,500,481,29,5,15.102472478257448,4.179937459962593,5,4.179937459962593,True,True,True,0.8868714184534159,False,False
all_six_waves_equal_wave_weight,Borough,Camden,E09000007,2,Active,0,Inactive,Active minus Inactive,0.5872550448961154,0.4836864317352093,0.10356861316090604,-0.3836918274368834,0.5046842271122408,0.8502994011976048,500,562,524,3,262.4408585329114,2.6070927722503376,3,2.6070927722503376,True,True,True,0.8868714184534159,False,False
all_six_waves_equal_wave_weight,Borough,Camden,E09000007,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5872550448961154,0.7729312029485305,-0.1856761580524151,-0.31408133539801614,-0.021403850205279656,0.043912175648702596,500,562,524,35,262.4408585329114,21.41015340555767,35,21.41015340555767,False,False,True,0.1038897814127842,True,False
all_six_waves_equal_wave_weight,Borough,Camden,E09000007,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7729312029485305,0.4836864317352093,0.28924477121332115,-0.23447653784032838,0.7168045766791217,0.45109780439121755,500,562,35,3,21.41015340555767,2.6070927722503376,3,2.6070927722503376,True,True,True,0.6271963116021477,False,False
all_six_waves_equal_wave_weight,Borough,Croydon,E09000008,2,Active,0,Inactive,Active minus Inactive,0.5615059997529188,0.19375060981920975,0.36775538993370904,0.12601667814005166,0.5622937308687859,0.003992015968063872,500,441,403,3,218.3880202979957,2.8156148881873837,3,2.8156148881873837,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Croydon,E09000008,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5615059997529188,0.6569014549274953,-0.09539545517457648,-0.24815410550726066,0.08166179906958394,0.3193612774451098,500,441,403,35,218.3880202979957,21.565127701458582,35,21.565127701458582,False,False,True,0.5341042053823388,False,False
all_six_waves_equal_wave_weight,Borough,Croydon,E09000008,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6569014549274953,0.19375060981920975,0.4631508451082855,0.1643858356093411,0.718874249447267,0.003992015968063872,500,441,35,3,21.565127701458582,2.8156148881873837,3,2.8156148881873837,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Ealing,E09000009,2,Active,0,Inactive,Active minus Inactive,0.557010973753584,0.30069774605725813,0.25631322769632586,-0.2607603475828774,0.5459372570919255,0.36327345309381237,500,483,442,4,217.34264483793203,3.4161622243446668,4,3.4161622243446668,True,True,True,0.5654722301428888,False,False
all_six_waves_equal_wave_weight,Borough,Ealing,E09000009,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.557010973753584,0.7215479890507301,-0.16453701529714615,-0.31492827184165156,0.006157430709149691,0.06786427145708583,500,483,442,37,217.34264483793203,24.39303858936202,37,24.39303858936202,False,False,True,0.1567341507461268,False,False
all_six_waves_equal_wave_weight,Borough,Ealing,E09000009,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7215479890507301,0.30069774605725813,0.420850242993472,-0.09108348350645458,0.7692098892856748,0.1277445109780439,500,483,37,4,24.39303858936202,3.4161622243446668,4,3.4161622243446668,True,True,True,0.25815036593479707,False,False
all_six_waves_equal_wave_weight,Borough,Enfield,E09000010,2,Active,0,Inactive,Active minus Inactive,0.5961105998297211,1.0,-0.40388940017027886,-0.4479819702039796,-0.35704554902516505,0.003992015968063872,500,387,357,3,188.50997659316857,2.8438606160196844,3,2.8438606160196844,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Enfield,E09000010,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5961105998297211,0.659905140530173,-0.06379454070045187,-0.24863258541550728,0.16005297045959824,0.6067864271457086,500,387,357,27,188.50997659316857,14.651047046638984,27,14.651047046638984,False,True,True,0.7225062070979992,False,False
all_six_waves_equal_wave_weight,Borough,Enfield,E09000010,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.659905140530173,1.0,-0.340094859469827,-0.5645454812831456,-0.15752728393205803,0.003992015968063872,500,387,27,3,14.651047046638984,2.8438606160196844,3,2.8438606160196844,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Greenwich,E09000011,2,Active,0,Inactive,Active minus Inactive,0.5829805954134569,0.0,0.5829805954134569,0.5524186903563351,0.6132885957743391,0.003992015968063872,500,593,552,2,252.70167635243905,1.8167767736481466,2,1.8167767736481466,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Greenwich,E09000011,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5829805954134569,0.7262271501056182,-0.1432465546921613,-0.2777539913424731,0.03708170828932715,0.1157684630738523,500,593,552,39,252.70167635243905,21.854611384797206,39,21.854611384797206,False,False,True,0.2495453537369705,False,False
all_six_waves_equal_wave_weight,Borough,Greenwich,E09000011,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7262271501056182,0.0,0.7262271501056182,0.5447318363068752,0.8537800518324661,0.003992015968063872,500,593,39,2,21.854611384797206,1.8167767736481466,2,1.8167767736481466,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Hackney,E09000012,2,Active,0,Inactive,Active minus Inactive,0.5856999170755932,1.0,-0.4143000829244068,-0.4446010412520637,-0.3859468870821846,0.003992015968063872,500,600,569,1,295.16434677919716,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Hackney,E09000012,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5856999170755932,0.6286864883559236,-0.042986571280330343,-0.19620825067073427,0.1048855474717604,0.6107784431137725,500,600,569,30,295.16434677919716,21.477912873765273,30,21.477912873765273,False,False,True,0.7225062070979992,False,False
all_six_waves_equal_wave_weight,Borough,Hackney,E09000012,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6286864883559236,1.0,-0.37131351164407644,-0.5243432724577928,-0.2213299842565914,0.003992015968063872,500,600,30,1,21.477912873765273,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Hammersmith and Fulham,E09000013,2,Active,0,Inactive,Active minus Inactive,0.5814734293537943,0.7983925359141995,-0.21691910656040514,-0.42198468846821696,0.35230917897542346,0.34331337325349304,500,566,529,3,265.33575567108215,2.1308038280698702,3,2.1308038280698702,True,True,True,0.5550232867598138,False,False
all_six_waves_equal_wave_weight,Borough,Hammersmith and Fulham,E09000013,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5814734293537943,0.5129991126418131,0.06847431671198123,-0.14115518360370707,0.24519674644876685,0.5868263473053892,500,566,529,34,265.33575567108215,19.259196018872665,34,19.259196018872665,False,True,True,0.7205336163116804,False,False
all_six_waves_equal_wave_weight,Borough,Hammersmith and Fulham,E09000013,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.5129991126418131,0.7983925359141995,-0.28539342327238637,-0.5688543705250885,0.3610280626958568,0.2954091816367265,500,566,34,3,19.259196018872665,2.1308038280698702,3,2.1308038280698702,True,True,True,0.5209943748865904,False,False
all_six_waves_equal_wave_weight,Borough,Haringey,E09000014,2,Active,0,Inactive,Active minus Inactive,0.5728175602743942,0.8478811515870035,-0.27506359131260927,-0.4321339927775193,0.1967178053177427,0.17564870259481039,500,552,498,4,263.7249836319588,3.6248080231913304,4,3.6248080231913304,True,True,True,0.32765238753262704,False,False
all_six_waves_equal_wave_weight,Borough,Haringey,E09000014,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5728175602743942,0.5397693528852207,0.03304820738917358,-0.11106091426940105,0.19791827422238803,0.7065868263473054,500,552,498,50,263.7249836319588,29.057764382144782,50,29.057764382144782,False,False,True,0.7878037029389497,False,False
all_six_waves_equal_wave_weight,Borough,Haringey,E09000014,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.5397693528852207,0.8478811515870035,-0.30811179870178285,-0.5586718763052515,0.15169004165457933,0.16367265469061876,500,552,50,4,29.057764382144782,3.6248080231913304,4,3.6248080231913304,True,True,True,0.31752495009980036,False,False
all_six_waves_equal_wave_weight,Borough,Harrow,E09000015,2,Active,0,Inactive,Active minus Inactive,0.5993252625198301,0.0,0.5993252625198301,0.563005399609674,0.6398691696624293,0.003992015968063872,500,398,353,1,163.8102967234952,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Harrow,E09000015,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5993252625198301,0.6564940337058779,-0.057168771186047795,-0.20899555601472491,0.08351957482185342,0.43912175648702595,500,398,353,44,163.8102967234952,27.849450923227668,44,27.849450923227668,False,False,True,0.6271963116021477,False,False
all_six_waves_equal_wave_weight,Borough,Harrow,E09000015,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.6564940337058779,0.0,0.6564940337058779,0.5233148633167555,0.7979553873797697,0.003992015968063872,500,398,44,1,27.849450923227668,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Havering,E09000016,2,Active,0,Inactive,Active minus Inactive,0.6444019418015049,0.5512378793696338,0.09316406243187114,-0.2763678392562182,0.46263678460361046,0.7624750499001997,500,368,334,6,184.86568330417887,4.764232560131175,6,4.764232560131175,True,True,True,0.8404554527309019,False,False
all_six_waves_equal_wave_weight,Borough,Havering,E09000016,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6444019418015049,0.8485487791959514,-0.2041468373944465,-0.32615472058305484,-0.02698948439515085,0.043912175648702596,500,368,334,28,184.86568330417887,17.21350252956216,28,17.21350252956216,False,True,True,0.1038897814127842,True,False
all_six_waves_equal_wave_weight,Borough,Havering,E09000016,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8485487791959514,0.5512378793696338,0.29731089982631764,-0.13545198218746368,0.6843330797350808,0.21157684630738524,500,368,28,6,17.21350252956216,4.764232560131175,6,4.764232560131175,True,True,True,0.3872255489021957,False,False
all_six_waves_equal_wave_weight,Borough,Hillingdon,E09000017,2,Active,0,Inactive,Active minus Inactive,0.59802464310815,0.6321583343952853,-0.03413369128713539,-0.34474615421023586,0.38613126755749183,0.8023952095808383,500,370,338,5,181.79274879204007,4.6367922888556095,5,4.6367922888556095,True,True,True,0.8648037258815702,False,False
all_six_waves_equal_wave_weight,Borough,Hillingdon,E09000017,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.59802464310815,0.8205831807123679,-0.22255853760421795,-0.3600084855419147,-0.02002152198464287,0.031936127744510975,500,370,338,27,181.79274879204007,17.363116965250402,27,17.363116965250402,False,True,True,0.08372444300588013,True,False
all_six_waves_equal_wave_weight,Borough,Hillingdon,E09000017,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8205831807123679,0.6321583343952853,0.18842484631708256,-0.18788059942024832,0.6264053223655889,0.4031936127744511,500,370,27,5,17.363116965250402,4.6367922888556095,5,4.6367922888556095,True,True,True,0.5925724308957842,False,False
all_six_waves_equal_wave_weight,Borough,Hounslow,E09000018,2,Active,0,Inactive,Active minus Inactive,0.5574261845685727,1.0,-0.44257381543142726,-0.4913294208393935,-0.3995943537451121,0.003992015968063872,500,418,384,1,213.17081678193074,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Hounslow,E09000018,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5574261845685727,0.802094838300449,-0.2446686537318763,-0.36827746657595256,-0.08593184930462686,0.003992015968063872,500,418,384,33,213.17081678193074,17.59441988590643,33,17.59441988590643,False,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Hounslow,E09000018,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.802094838300449,1.0,-0.19790516169955097,-0.3469348796979089,-0.08397596700844992,0.003992015968063872,500,418,33,1,17.59441988590643,1.0,1,1.0,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Islington,E09000019,2,Active,0,Inactive,Active minus Inactive,0.6126622134612437,1.0,-0.3873377865387563,-0.42283989026840246,-0.3550142015502291,0.003992015968063872,500,574,524,2,292.0898011133788,1.9988691123929903,2,1.9988691123929903,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Islington,E09000019,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.6126622134612437,0.8061958275806739,-0.19353361411943015,-0.2983435631079022,-0.0436009399798186,0.01996007984031936,500,574,524,48,292.0898011133788,34.77792013464178,48,34.77792013464178,False,False,True,0.06050399201596807,True,False
all_six_waves_equal_wave_weight,Borough,Islington,E09000019,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.8061958275806739,1.0,-0.19380417241932613,-0.3339566269935777,-0.09300400711708455,0.003992015968063872,500,574,48,2,34.77792013464178,1.9988691123929903,2,1.9988691123929903,True,True,True,0.013829483889364128,True,True
all_six_waves_equal_wave_weight,Borough,Kensington and Chelsea,E09000020,2,Active,0,Inactive,Active minus Inactive,0.5634301347926953,0.9181849262982873,-0.35475479150559197,-0.44602172292622705,-0.05523112382918013,0.031936127744510975,500,485,444,5,205.54501750439857,4.203832737922027,5,4.203832737922027,True,True,True,0.08372444300588013,True,False
all_six_waves_equal_wave_weight,Borough,Kensington and Chelsea,E09000020,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,0.5634301347926953,0.7045653712895003,-0.14113523649680493,-0.28980461832798227,0.010551296170544368,0.0718562874251497,500,485,444,36,205.54501750439857,22.323282994936562,36,22.323282994936562,False,False,True,0.16209441581952372,False,False
all_six_waves_equal_wave_weight,Borough,Kensington and Chelsea,E09000020,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.7045653712895003,0.9181849262982873,-0.21361955500878704,-0.39727427452253566,0.11321529667858601,0.17564870259481039,500,485,36,5,22.323282994936562,4.203832737922027,5,4.203832737922027,True,True,True,0.32765238753262704,False,False
