LA_2023,Age16plus,Age9,VolFrqB_Pop,MEMS7GR_ALL,wt_final_online,year,age_group_code,age_group,vol_binary_A,vol_binary_A_label,activity_level_3cat,activity_level_3cat_label
201,1.0,4.0,,2.0,0.7959966493759404,3,4,35-44,,,2,active
201,1.0,7.0,0.0,2.0,0.5253888491440725,3,7,65-74,0,not_twiceplus_volunteer,2,active
201,1.0,6.0,0.0,2.0,0.5083558262693678,3,6,55-64,0,not_twiceplus_volunteer,2,active
201,1.0,4.0,1.0,1.0,,3,4,35-44,1,twiceplus_volunteer,1,fairly_active
201,1.0,,,2.0,,3,,,,,2,active
201,1.0,7.0,0.0,1.0,,3,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
201,1.0,7.0,,0.0,,3,7,65-74,,,0,inactive
241,1.0,3.0,0.0,2.0,0.4760398779688362,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,0.7497545509917879,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,1.2074737864896414,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,0.0,2.0,3.0542714507953788,3,4,35-44,0,not_twiceplus_volunteer,2,active
241,1.0,6.0,0.0,2.0,1.5071595156570317,3,6,55-64,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,0.0,2.0,0.4088098132614199,3,4,35-44,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,0.0,2.0,0.3490451553936485,3,4,35-44,0,not_twiceplus_volunteer,2,active
241,1.0,7.0,0.0,2.0,0.7174052746248352,3,7,65-74,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,,2.0,0.802243774979618,3,3,25-34,,,2,active
241,1.0,3.0,,2.0,0.9520797559376724,3,3,25-34,,,2,active
241,1.0,3.0,,2.0,2.994584206599982,3,3,25-34,,,2,active
241,1.0,3.0,0.0,2.0,3.8312955085075258,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,6.0,,2.0,2.4323335152290246,3,6,55-64,,,2,active
241,1.0,4.0,,2.0,1.6120799468063467,3,4,35-44,,,2,active
241,1.0,3.0,0.0,2.0,1.124631724501527,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,1.6853024897980793,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,,2.0,2.832280591246758,3,4,35-44,,,2,active
241,1.0,6.0,0.0,0.0,,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
241,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
241,1.0,7.0,0.0,0.0,,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
241,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
241,1.0,6.0,0.0,0.0,,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
241,1.0,4.0,,0.0,1.3762126972957025,3,4,35-44,,,0,inactive
241,1.0,2.0,0.0,2.0,,3,2,16-24,0,not_twiceplus_volunteer,2,active
241,1.0,2.0,0.0,2.0,,3,2,16-24,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,3.5793268373162457,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,4.015133067081624,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,6.0,,0.0,,3,6,55-64,,,0,inactive
241,1.0,3.0,0.0,2.0,0.5353512327649563,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,0.0,2.0,1.3054114299939894,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,0.0,1.0,1.2107314209922448,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
241,1.0,3.0,0.0,0.0,1.3054114299939894,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
241,1.0,5.0,0.0,0.0,,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
241,1.0,5.0,,2.0,4.045091643990821,3,5,45-54,,,2,active
241,1.0,3.0,0.0,2.0,7.134264746000419,3,3,25-34,0,not_twiceplus_volunteer,2,active
241,1.0,5.0,0.0,0.0,1.40495087374713,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
241,1.0,2.0,,2.0,4.966582212421347,3,2,16-24,,,2,active
241,1.0,6.0,0.0,2.0,5.486944069754855,3,6,55-64,0,not_twiceplus_volunteer,2,active
241,1.0,5.0,1.0,2.0,4.1916885008440765,3,5,45-54,1,twiceplus_volunteer,2,active
241,1.0,4.0,,2.0,6.665923318861004,3,4,35-44,,,2,active
241,1.0,4.0,1.0,2.0,,3,4,35-44,1,twiceplus_volunteer,2,active
241,1.0,2.0,0.0,0.0,,3,2,16-24,0,not_twiceplus_volunteer,0,inactive
241,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
241,1.0,3.0,,2.0,7.765709855150976,3,3,25-34,,,2,active
241,1.0,4.0,0.0,2.0,1.3061430849675526,3,4,35-44,0,not_twiceplus_volunteer,2,active
241,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
241,1.0,7.0,0.0,1.0,,3,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
241,1.0,5.0,0.0,2.0,0.4754730468826595,3,5,45-54,0,not_twiceplus_volunteer,2,active
241,1.0,4.0,,2.0,1.8324171048610325,3,4,35-44,,,2,active
241,1.0,2.0,0.0,2.0,1.0802795582149238,3,2,16-24,0,not_twiceplus_volunteer,2,active
255,1.0,6.0,,0.0,0.5486020522217901,3,6,55-64,,,0,inactive
255,1.0,7.0,0.0,2.0,0.5135463049256701,3,7,65-74,0,not_twiceplus_volunteer,2,active
255,1.0,7.0,,2.0,,3,7,65-74,,,2,active
255,1.0,4.0,0.0,2.0,0.5769944115192553,3,4,35-44,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,,2.0,0.2722451536018083,3,3,25-34,,,2,active
255,1.0,5.0,,1.0,0.6410814714544745,3,5,45-54,,,1,fairly_active
255,1.0,7.0,0.0,2.0,0.5135463049256701,3,7,65-74,0,not_twiceplus_volunteer,2,active
255,1.0,6.0,,2.0,1.6968177465461038,3,6,55-64,,,2,active
255,1.0,6.0,,2.0,1.155649164840088,3,6,55-64,,,2,active
255,1.0,7.0,,2.0,0.4721712185152386,3,7,65-74,,,2,active
255,1.0,6.0,0.0,1.0,0.6681043057021775,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
255,1.0,4.0,,1.0,0.689634253484343,3,4,35-44,,,1,fairly_active
255,1.0,4.0,0.0,2.0,0.4925729783634732,3,4,35-44,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,0.0,2.0,3.4003065397847885,3,3,25-34,0,not_twiceplus_volunteer,2,active
255,1.0,4.0,,2.0,0.5788139173157621,3,4,35-44,,,2,active
255,1.0,4.0,0.0,1.0,0.8393965792237617,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
255,1.0,5.0,0.0,0.0,,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
255,1.0,5.0,0.0,1.0,2.9629281156709917,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
255,1.0,7.0,1.0,2.0,,3,7,65-74,1,twiceplus_volunteer,2,active
255,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
255,1.0,4.0,0.0,2.0,1.8777711976334537,3,4,35-44,0,not_twiceplus_volunteer,2,active
255,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,0.0,2.0,1.4130297861026666,3,3,25-34,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,0.0,2.0,0.2722451536018083,3,3,25-34,0,not_twiceplus_volunteer,2,active
255,1.0,7.0,,2.0,0.9443424370304772,3,7,65-74,,,2,active
255,1.0,2.0,,2.0,2.514144712218831,3,2,16-24,,,2,active
255,1.0,3.0,,2.0,0.6527683555143085,3,3,25-34,,,2,active
255,1.0,3.0,,2.0,1.6085393133454442,3,3,25-34,,,2,active
255,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
255,1.0,5.0,,2.0,0.4545408399838547,3,5,45-54,,,2,active
255,1.0,2.0,0.0,2.0,,3,2,16-24,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
255,1.0,3.0,,2.0,2.6288346821311808,3,3,25-34,,,2,active
255,1.0,5.0,0.0,2.0,1.427143067012585,3,5,45-54,0,not_twiceplus_volunteer,2,active
255,1.0,5.0,0.0,2.0,0.8383821727111544,3,5,45-54,0,not_twiceplus_volunteer,2,active
255,1.0,5.0,,2.0,2.1172948618855796,3,5,45-54,,,2,active
255,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
272,1.0,4.0,0.0,2.0,1.0297110434603094,3,4,35-44,0,not_twiceplus_volunteer,2,active
272,1.0,5.0,,1.0,1.6173698690669922,3,5,45-54,,,1,fairly_active
272,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
272,1.0,8.0,0.0,2.0,,3,8,75-84,0,not_twiceplus_volunteer,2,active
272,1.0,5.0,0.0,0.0,0.2732996071928394,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
272,1.0,4.0,0.0,2.0,0.741312186797638,3,4,35-44,0,not_twiceplus_volunteer,2,active
272,1.0,5.0,,0.0,3.6694380788306673,3,5,45-54,,,0,inactive
272,1.0,3.0,,1.0,1.7786905051524478,3,3,25-34,,,1,fairly_active
272,1.0,3.0,0.0,2.0,1.1869512881112134,3,3,25-34,0,not_twiceplus_volunteer,2,active
272,1.0,3.0,,2.0,1.3491822700697045,3,3,25-34,,,2,active
272,1.0,2.0,0.0,0.0,,3,2,16-24,0,not_twiceplus_volunteer,0,inactive
272,1.0,4.0,0.0,1.0,0.5525802367421193,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
272,1.0,4.0,0.0,0.0,,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
272,1.0,4.0,,2.0,,3,4,35-44,,,2,active
272,1.0,3.0,,2.0,1.7786905051524478,3,3,25-34,,,2,active
272,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
272,1.0,8.0,0.0,0.0,,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
272,1.0,4.0,,0.0,0.4456714962384407,3,4,35-44,,,0,inactive
272,1.0,6.0,0.0,1.0,0.7111298082888861,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
272,1.0,4.0,1.0,2.0,,3,4,35-44,1,twiceplus_volunteer,2,active
272,1.0,4.0,,2.0,3.0768646821997545,3,4,35-44,,,2,active
272,1.0,3.0,0.0,2.0,1.0333113179071955,3,3,25-34,0,not_twiceplus_volunteer,2,active
272,1.0,3.0,,2.0,0.5953470755016679,3,3,25-34,,,2,active
272,1.0,3.0,,2.0,0.8921496668708028,3,3,25-34,,,2,active
272,1.0,4.0,,2.0,0.7252339502854465,3,4,35-44,,,2,active
272,1.0,3.0,0.0,2.0,1.6449366662375395,3,3,25-34,0,not_twiceplus_volunteer,2,active
272,1.0,7.0,0.0,2.0,0.9976954260007462,3,7,65-74,0,not_twiceplus_volunteer,2,active
272,1.0,3.0,0.0,2.0,0.8893452525762239,3,3,25-34,0,not_twiceplus_volunteer,2,active
272,1.0,3.0,,0.0,1.3841094481893126,3,3,25-34,,,0,inactive
279,1.0,6.0,,2.0,1.2651009138975695,3,6,55-64,,,2,active
279,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
279,1.0,7.0,1.0,1.0,,3,7,65-74,1,twiceplus_volunteer,1,fairly_active
279,1.0,7.0,1.0,2.0,2.22307254999995,3,7,65-74,1,twiceplus_volunteer,2,active
279,1.0,4.0,0.0,2.0,1.757574853370063,3,4,35-44,0,not_twiceplus_volunteer,2,active
279,1.0,5.0,0.0,2.0,0.9115138766168897,3,5,45-54,0,not_twiceplus_volunteer,2,active
279,1.0,4.0,0.0,1.0,2.5160376301174376,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
279,1.0,4.0,0.0,0.0,0.9585271157181618,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
279,1.0,3.0,,1.0,2.563754634726779,3,3,25-34,,,1,fairly_active
279,1.0,3.0,,2.0,3.774806117045132,3,3,25-34,,,2,active
279,1.0,4.0,,2.0,0.7534705417624831,3,4,35-44,,,2,active
279,1.0,4.0,0.0,2.0,1.161280908440171,3,4,35-44,0,not_twiceplus_volunteer,2,active
279,1.0,4.0,,2.0,0.7731185368815393,3,4,35-44,,,2,active
279,1.0,3.0,,2.0,1.392973936011488,3,3,25-34,,,2,active
279,1.0,5.0,,2.0,0.5700512972746578,3,5,45-54,,,2,active
279,1.0,4.0,,0.0,1.5842699627444488,3,4,35-44,,,0,inactive
279,1.0,7.0,,0.0,2.6293972836455515,3,7,65-74,,,0,inactive
279,1.0,5.0,1.0,2.0,,3,5,45-54,1,twiceplus_volunteer,2,active
279,1.0,7.0,0.0,0.0,,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
279,1.0,3.0,,2.0,0.8746485395392648,3,3,25-34,,,2,active
279,1.0,4.0,,2.0,0.5174674048488686,3,4,35-44,,,2,active
279,1.0,4.0,,2.0,0.7731185368815393,3,4,35-44,,,2,active
279,1.0,4.0,0.0,2.0,3.6264401199519343,3,4,35-44,0,not_twiceplus_volunteer,2,active
279,1.0,6.0,0.0,1.0,,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
279,1.0,4.0,0.0,0.0,,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
279,1.0,3.0,0.0,0.0,,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
279,1.0,4.0,1.0,2.0,,3,4,35-44,1,twiceplus_volunteer,2,active
279,1.0,4.0,0.0,1.0,0.6695779133148092,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
279,1.0,4.0,,2.0,1.5462370737630786,3,4,35-44,,,2,active
279,1.0,5.0,,2.0,1.2787830048007185,3,5,45-54,,,2,active
279,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
279,1.0,3.0,0.0,2.0,2.449874673977794,3,3,25-34,0,not_twiceplus_volunteer,2,active
279,1.0,7.0,0.0,2.0,0.6881039586365503,3,7,65-74,0,not_twiceplus_volunteer,2,active
279,1.0,4.0,,2.0,0.6274853131376228,3,4,35-44,,,2,active
279,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
279,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,0.0,1.0,2.928381210778386,3,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
280,1.0,3.0,0.0,2.0,4.311673011815173,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,,0.0,2.4333523671330446,3,5,45-54,,,0,inactive
280,1.0,3.0,,2.0,1.9399640374248404,3,3,25-34,,,2,active
280,1.0,5.0,1.0,2.0,,3,5,45-54,1,twiceplus_volunteer,2,active
280,1.0,7.0,0.0,2.0,0.5054064153256889,3,7,65-74,0,not_twiceplus_volunteer,2,active
280,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,0.0,0.0,0.4741791339784807,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
280,1.0,4.0,,2.0,3.273060891962121,3,4,35-44,,,2,active
280,1.0,4.0,,2.0,3.273060891962121,3,4,35-44,,,2,active
280,1.0,2.0,1.0,1.0,,3,2,16-24,1,twiceplus_volunteer,1,fairly_active
280,1.0,3.0,0.0,2.0,1.6091095759619654,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,,2.0,,3,3,25-34,,,2,active
280,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,7.0,,2.0,1.4156341062392706,3,7,65-74,,,2,active
280,1.0,2.0,,2.0,1.6591630171139005,3,2,16-24,,,2,active
280,1.0,4.0,0.0,2.0,0.7812837563238532,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,,2.0,,3,5,45-54,,,2,active
280,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,0.0,1.0,,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
280,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,2.0,1.110056654031084,3,4,35-44,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,1.0,0.6176078868840409,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
280,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,,2.0,4.236457321683317,3,3,25-34,,,2,active
280,1.0,4.0,,2.0,0.4638462813629885,3,4,35-44,,,2,active
280,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,,2.0,0.9566482060154196,3,5,45-54,,,2,active
280,1.0,3.0,,2.0,1.6091095759619654,3,3,25-34,,,2,active
280,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,0.0,2.0,3.0445911885109815,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,0.0,2.0,1.80848300818528,3,3,25-34,0,not_twiceplus_volunteer,2,active
280,1.0,3.0,1.0,2.0,4.0129293659616065,3,3,25-34,1,twiceplus_volunteer,2,active
280,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
280,1.0,2.0,,2.0,4.963974874810495,3,2,16-24,,,2,active
280,1.0,5.0,0.0,2.0,1.4291331710008477,3,5,45-54,0,not_twiceplus_volunteer,2,active
280,1.0,4.0,0.0,2.0,1.2992248409446236,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,6.0,0.0,2.0,1.863198507594188,3,6,55-64,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
293,1.0,4.0,0.0,2.0,0.7942236344677186,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,3.0,0.0,2.0,0.7387633452244918,3,3,25-34,0,not_twiceplus_volunteer,2,active
293,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,,1.0,5.7549241225988315,3,5,45-54,,,1,fairly_active
293,1.0,7.0,,1.0,0.5275069360810176,3,7,65-74,,,1,fairly_active
293,1.0,4.0,0.0,2.0,0.693050389873627,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,6.0,0.0,2.0,1.3641421282485031,3,6,55-64,0,not_twiceplus_volunteer,2,active
293,1.0,6.0,0.0,0.0,,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
293,1.0,9.0,0.0,2.0,,3,9,85+,0,not_twiceplus_volunteer,2,active
293,1.0,8.0,0.0,0.0,,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
293,1.0,8.0,0.0,0.0,,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
293,1.0,6.0,0.0,1.0,,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
293,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,,2.0,2.243294665291159,3,5,45-54,,,2,active
293,1.0,8.0,0.0,0.0,,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
293,1.0,8.0,0.0,2.0,,3,8,75-84,0,not_twiceplus_volunteer,2,active
293,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
293,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
293,1.0,2.0,,2.0,0.9456909913858936,3,2,16-24,,,2,active
293,1.0,2.0,,2.0,2.0550852962997106,3,2,16-24,,,2,active
293,1.0,3.0,0.0,2.0,0.7904830305497867,3,3,25-34,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,0.0,2.0,2.112354724413909,3,5,45-54,0,not_twiceplus_volunteer,2,active
293,1.0,6.0,,2.0,1.0805917250130328,3,6,55-64,,,2,active
293,1.0,3.0,,0.0,5.003263451227628,3,3,25-34,,,0,inactive
293,1.0,4.0,,2.0,0.9227915389119552,3,4,35-44,,,2,active
293,1.0,7.0,0.0,0.0,,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
293,1.0,5.0,,0.0,1.3136921087216733,3,5,45-54,,,0,inactive
293,1.0,3.0,,2.0,1.4775266904489837,3,3,25-34,,,2,active
293,1.0,8.0,,1.0,2.9179867524379506,3,8,75-84,,,1,fairly_active
293,1.0,7.0,0.0,0.0,,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
293,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
293,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,3.0,,2.0,11.050012821051244,3,3,25-34,,,2,active
293,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,4.0,0.0,2.0,0.5803154219017082,3,4,35-44,0,not_twiceplus_volunteer,2,active
293,1.0,5.0,0.0,2.0,0.5331151802543608,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,4.0,,2.0,0.7542357130807938,3,4,35-44,,,2,active
8,1.0,3.0,0.0,0.0,0.4779963872912227,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
8,1.0,5.0,0.0,2.0,0.2319986034409157,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,7.0,0.0,0.0,,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
8,1.0,4.0,,1.0,0.7188184294887912,3,4,35-44,,,1,fairly_active
8,1.0,6.0,0.0,0.0,1.490817744134768,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
8,1.0,5.0,0.0,0.0,0.4825001166925377,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
8,1.0,7.0,,2.0,0.5154815835965355,3,7,65-74,,,2,active
8,1.0,4.0,,1.0,1.4376368589775823,3,4,35-44,,,1,fairly_active
8,1.0,5.0,,2.0,1.543397380329442,3,5,45-54,,,2,active
8,1.0,5.0,1.0,2.0,,3,5,45-54,1,twiceplus_volunteer,2,active
8,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,0.0,0.0,,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
8,1.0,3.0,1.0,2.0,1.3998319015300371,3,3,25-34,1,twiceplus_volunteer,2,active
8,1.0,5.0,0.0,1.0,,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
8,1.0,7.0,0.0,2.0,0.3931751741556635,3,7,65-74,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,0.0,2.0,1.0948357753571114,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
8,1.0,2.0,0.0,0.0,3.560209659559134,3,2,16-24,0,not_twiceplus_volunteer,0,inactive
8,1.0,3.0,0.0,0.0,6.480988261110606,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
8,1.0,,,2.0,0.6784128485255865,3,,,,,2,active
8,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,0.0,2.0,,3,5,45-54,0,not_twiceplus_volunteer,2,active
8,1.0,8.0,0.0,0.0,,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
8,1.0,4.0,0.0,2.0,,3,4,35-44,0,not_twiceplus_volunteer,2,active
8,1.0,2.0,0.0,2.0,,3,2,16-24,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,,2.0,1.065806709732508,3,5,45-54,,,2,active
8,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
8,1.0,2.0,0.0,2.0,3.3406076881927738,3,2,16-24,0,not_twiceplus_volunteer,2,active
8,1.0,2.0,0.0,2.0,1.093967832177303,3,2,16-24,0,not_twiceplus_volunteer,2,active
8,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
8,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
8,1.0,5.0,,0.0,0.9036829138652154,3,5,45-54,,,0,inactive
9,1.0,5.0,,2.0,2.1028175976099024,3,5,45-54,,,2,active
9,1.0,8.0,0.0,2.0,4.571459170547267,3,8,75-84,0,not_twiceplus_volunteer,2,active
9,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
9,1.0,8.0,,0.0,3.37184710392895,3,8,75-84,,,0,inactive
9,1.0,8.0,0.0,2.0,,3,8,75-84,0,not_twiceplus_volunteer,2,active
9,1.0,8.0,,1.0,4.233954877172078,3,8,75-84,,,1,fairly_active
9,1.0,4.0,0.0,2.0,0.350575505206437,3,4,35-44,0,not_twiceplus_volunteer,2,active
9,1.0,4.0,0.0,2.0,0.9202254689056116,3,4,35-44,0,not_twiceplus_volunteer,2,active
9,1.0,7.0,,2.0,2.0419217280881092,3,7,65-74,,,2,active
9,1.0,7.0,,1.0,3.32261600358544,3,7,65-74,,,1,fairly_active
9,1.0,7.0,,0.0,8.891810968713088,3,7,65-74,,,0,inactive
9,1.0,5.0,,0.0,2.882018890446237,3,5,45-54,,,0,inactive
9,1.0,6.0,,0.0,3.1826226233297445,3,6,55-64,,,0,inactive
9,1.0,6.0,0.0,2.0,,3,6,55-64,0,not_twiceplus_volunteer,2,active
9,1.0,5.0,0.0,2.0,0.5520433393688344,3,5,45-54,0,not_twiceplus_volunteer,2,active
9,1.0,2.0,1.0,2.0,1.0656044270117877,3,2,16-24,1,twiceplus_volunteer,2,active
9,1.0,5.0,0.0,2.0,0.4692304804778536,3,5,45-54,0,not_twiceplus_volunteer,2,active
9,1.0,4.0,,2.0,0.9202254689056116,3,4,35-44,,,2,active
9,1.0,5.0,,2.0,2.1765924960565393,3,5,45-54,,,2,active
9,1.0,4.0,,2.0,2.2491922883544135,3,4,35-44,,,2,active
9,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
9,1.0,3.0,0.0,2.0,,3,3,25-34,0,not_twiceplus_volunteer,2,active
9,1.0,7.0,,2.0,3.110279587706659,3,7,65-74,,,2,active
9,1.0,7.0,0.0,2.0,,3,7,65-74,0,not_twiceplus_volunteer,2,active
9,1.0,6.0,,2.0,3.8127415621001153,3,6,55-64,,,2,active
