calendar_year,geography_code,geography_name,adult_population,population_age_16_34_rate,population_age_65_plus_rate,population_female_rate,net_migration_per_1000,median_weekly_earnings_gbp,earnings_relative_to_london,economic_inactivity_rate,earnings_confidence_pct,economic_inactivity_confidence_pp
2018,E09000010,Enfield,258013,0.32235585028661345,0.16912326123102325,0.5299887990140032,-6.790419161676646,464.8,0.8114555913631073,0.267,4.7,4.2
2019,E09000010,Enfield,259567,0.3200560934171139,0.17078442174852734,0.5304564910023231,-5.248380580693478,490.1,0.8271339011772362,0.287,4.6,4.7
2020,E09000010,Enfield,258562,0.3148529172886967,0.17277094081883648,0.5316597179786666,-12.901134327282987,492.6,0.8258388346912946,0.27399999999999997,5.3,5.3
2021,E09000010,Enfield,257495,0.31149731062739083,0.17599565040097867,0.5319093574632517,-15.614958347985304,521.5,0.8427543292804438,0.258,5.0,4.9
2022,E09000010,Enfield,255328,0.30772183230981326,0.18002334252412583,0.5332239315703722,-14.947975782198876,562.0,0.8697263525839637,0.247,5.5,5.8
2023,E09000010,Enfield,256844,0.3086659606609459,0.1828230365513697,0.5326034480073507,-1.3292115580432542,598.2,0.8647413949878148,0.297,4.7,7.8
2015,E09000011,Greenwich,215035,0.38383984002604227,0.13142976724719233,0.5131862254981747,7.398898734638807,532.5,1.0013485790061674,0.213,4.2,3.7
2016,E09000011,Greenwich,218591,0.37855172445343127,0.1305680471748608,0.5154786793600834,2.3101647247890718,539.3,1.0008620382135496,0.21100000000000002,4.5,3.9
2017,E09000011,Greenwich,221526,0.37484990475158675,0.12995765734044762,0.515172033982467,0.1912343825254271,553.0,0.9884115302194781,0.218,3.4,3.6
2018,E09000011,Greenwich,224650,0.37072779879813045,0.12965501891831738,0.5156020476296461,-0.2449496628442855,566.0,0.9881322390523208,0.242,3.3,4.0
2019,E09000011,Greenwich,227377,0.3679307933520101,0.1301758753084085,0.5167541132128579,-1.991637896636075,579.5,0.9780128458114841,0.193,5.0,3.5
