task,model,candidate_id,parameters_json,train_end_year,validation_year,validation_target_rows,common_rows,common_observations,common_weighted_tv,common_mae,common_rmse,common_weighted_rmse,common_r2,common_mean_error,common_clipped_predictions,common_clip_rate,all_observations,all_weighted_tv,all_mae,all_rmse,all_weighted_rmse,all_r2,all_mean_error,all_clipped_predictions,all_clip_rate
borough_activity,Ridge Regression,Ridge Regression_01,"{""alpha"": 0.01}",5,6,96,96,96,0.0645143137742537,0.0637568318459209,0.07063754495554864,0.06994717192242937,-1.168952502962898,0.05439557101601655,0,0.0,96,0.0645143137742537,0.0637568318459209,0.07063754495554864,0.06994717192242937,-1.168952502962898,0.05439557101601655,0,0.0
borough_activity,Ridge Regression,Ridge Regression_01,"{""alpha"": 0.01}",6,7,96,96,96,0.0289334925081648,0.03423910891112796,0.04319803229234027,0.036218440764084654,0.30985135472821357,-0.007675040302363813,0,0.0,96,0.0289334925081648,0.03423910891112796,0.04319803229234027,0.036218440764084654,0.30985135472821357,-0.007675040302363813,0,0.0
borough_activity,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",4,5,96,96,96,0.034014183637770624,0.04096356160654665,0.05560203492305629,0.04487526614349985,-0.10161495283218014,-0.02796052672468627,0,0.0,96,0.034014183637770624,0.04096356160654665,0.05560203492305629,0.04487526614349985,-0.10161495283218014,-0.02796052672468627,0,0.0
borough_activity,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",5,6,96,96,96,0.06448085533765646,0.06373647470184993,0.07059780213143986,0.06989740917732609,-1.1665125526948228,0.054386225337950365,0,0.0,96,0.06448085533765646,0.06373647470184993,0.07059780213143986,0.06989740917732609,-1.1665125526948228,0.054386225337950365,0,0.0
borough_activity,Ridge Regression,Ridge Regression_02,"{""alpha"": 0.1}",6,7,96,96,96,0.02889469516234725,0.03418472391952573,0.0431494624280292,0.03618162845830343,0.3114024245279803,-0.00772848456203547,0,0.0,96,0.02889469516234725,0.03418472391952573,0.0431494624280292,0.03618162845830343,0.3114024245279803,-0.00772848456203547,0,0.0
borough_activity,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",4,5,96,96,96,0.033671423253595255,0.040672860686584315,0.05519005385914372,0.04456463655767593,-0.0853506873412424,-0.028229672415067436,0,0.0,96,0.033671423253595255,0.040672860686584315,0.05519005385914372,0.04456463655767593,-0.0853506873412424,-0.028229672415067436,0,0.0
borough_activity,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",5,6,96,96,96,0.06411343112717133,0.06350813422269501,0.07022037796128189,0.06940750118685456,-1.1434096108770646,0.05424839638049727,0,0.0,96,0.06411343112717133,0.06350813422269501,0.07022037796128189,0.06940750118685456,-1.1434096108770646,0.05424839638049727,0,0.0
borough_activity,Ridge Regression,Ridge Regression_03,"{""alpha"": 1.0}",6,7,96,96,96,0.028592509863432976,0.03371091227648916,0.042729839089183416,0.035881186510329045,0.3247303590000924,-0.008221548361713077,0,0.0,96,0.028592509863432976,0.03371091227648916,0.042729839089183416,0.035881186510329045,0.3247303590000924,-0.008221548361713077,0,0.0
borough_activity,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",4,5,96,96,96,0.03402387990927104,0.041111808585929215,0.05480630686128548,0.045176449428891596,-0.07030985891072361,-0.02926800664502437,0,0.0,96,0.03402387990927104,0.041111808585929215,0.05480630686128548,0.045176449428891596,-0.07030985891072361,-0.02926800664502437,0,0.0
borough_activity,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",5,6,96,96,96,0.05959791253358173,0.06059410744622865,0.06718293160189426,0.0648971639953842,-0.9619898213012787,0.05144260114665341,0,0.0,96,0.05959791253358173,0.06059410744622865,0.06718293160189426,0.0648971639953842,-0.9619898213012787,0.05144260114665341,0,0.0
borough_activity,Ridge Regression,Ridge Regression_04,"{""alpha"": 10.0}",6,7,96,96,96,0.028431984679082957,0.03207444138772539,0.0413941115843237,0.035675213481339015,0.3662881293904222,-0.010952653099326387,0,0.0,96,0.028431984679082957,0.03207444138772539,0.0413941115843237,0.035675213481339015,0.3662881293904222,-0.010952653099326387,0,0.0
borough_activity,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",4,5,96,96,96,0.040864147651348465,0.04389202387177837,0.0555875175763241,0.051030622637687977,-0.10103977825509802,-0.0293092302491275,0,0.0,96,0.040864147651348465,0.04389202387177837,0.0555875175763241,0.051030622637687977,-0.10103977825509802,-0.0293092302491275,0,0.0
borough_activity,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",5,6,96,96,96,0.04035977454492883,0.048774684304947254,0.05698553602006286,0.04745500898456632,-0.4115885393996126,0.03753850529986339,0,0.0,96,0.04035977454492883,0.048774684304947254,0.05698553602006286,0.04745500898456632,-0.4115885393996126,0.03753850529986339,0,0.0
borough_activity,Ridge Regression,Ridge Regression_05,"{""alpha"": 100.0}",6,7,96,96,96,0.03556891273043206,0.03475256224404593,0.04374493994623548,0.04280270343152003,0.29226551161121217,-0.013682141308173709,0,0.0,96,0.03556891273043206,0.03475256224404593,0.04374493994623548,0.04280270343152003,0.29226551161121217,-0.013682141308173709,0,0.0
borough_activity,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",4,5,96,96,96,0.04938413935658597,0.04608463289524337,0.05748882923447346,0.06000879332640823,-0.177647673435267,-0.02644578803662628,0,0.0,96,0.04938413935658597,0.04608463289524337,0.05748882923447346,0.06000879332640823,-0.177647673435267,-0.02644578803662628,0,0.0
borough_activity,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",5,6,96,96,96,0.030106807039014714,0.041903467672435434,0.051007210764208576,0.03840732814897461,-0.13094633996861016,0.0222568892535847,0,0.0,96,0.030106807039014714,0.041903467672435434,0.051007210764208576,0.03840732814897461,-0.13094633996861016,0.0222568892535847,0,0.0
borough_activity,Ridge Regression,Ridge Regression_06,"{""alpha"": 1000.0}",6,7,96,96,96,0.04659924088725523,0.041498768756091826,0.04978899400201239,0.053102052713157134,0.08318562742359203,-0.0110367360187364,0,0.0,96,0.04659924088725523,0.041498768756091826,0.04978899400201239,0.053102052713157134,0.08318562742359203,-0.0110367360187364,0,0.0
borough_activity,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",4,5,96,96,96,0.05208729390690554,0.047012867442878505,0.05857851695683205,0.06288485680970513,-0.22271487195831252,-0.025513795387077348,0,0.0,96,0.05208729390690554,0.047012867442878505,0.05857851695683205,0.06288485680970513,-0.22271487195831252,-0.025513795387077348,0,0.0
borough_activity,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",5,6,96,96,96,0.032082000990614486,0.04194993355305443,0.050264538485840726,0.039357872633043495,-0.09825261738539792,0.01593268351823311,0,0.0,96,0.032082000990614486,0.04194993355305443,0.050264538485840726,0.039357872633043495,-0.09825261738539792,0.01593268351823311,0,0.0
borough_activity,Ridge Regression,Ridge Regression_07,"{""alpha"": 10000.0}",6,7,96,96,96,0.05052599142041446,0.04431869609303324,0.052514207130087656,0.056909201164629844,-0.019925231818114453,-0.010117340211767861,0,0.0,96,0.05052599142041446,0.04431869609303324,0.052514207130087656,0.056909201164629844,-0.019925231818114453,-0.010117340211767861,0,0.0
borough_activity,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",4,5,96,96,96,0.033797921762842735,0.04077052513669915,0.053853465799943885,0.044950450564498146,-0.03341739117845233,-0.025941129355470247,0,0.0,96,0.033797921762842735,0.04077052513669915,0.053853465799943885,0.044950450564498146,-0.03341739117845233,-0.025941129355470247,0,0.0
borough_activity,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",5,6,96,96,96,0.0366746455899619,0.04198614216216784,0.050568593611442135,0.043630154367956135,-0.11157967989411244,0.026081802108352706,0,0.0,96,0.0366746455899619,0.04198614216216784,0.050568593611442135,0.043630154367956135,-0.11157967989411244,0.026081802108352706,0,0.0
borough_activity,Random Forest,Random Forest_01,"{""max_depth"": 4, ""max_features"": 0.5, ""min_leaf_fraction"": 0.05, ""n_estimators"": 250}",6,7,96,96,96,0.03180421585090724,0.03324576780482911,0.04251211951662028,0.03953262332130639,0.3315941745335088,-0.01122173151581552,0,0.0,96,0.03180421585090724,0.03324576780482911,0.04251211951662028,0.03953262332130639,0.3315941745335088,-0.01122173151581552,0,0.0
borough_activity,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,96,96,96,0.03333585645262275,0.04047858425262307,0.05383637195651625,0.04459736220933119,-0.03276145302305733,-0.02577747736138492,0,0.0,96,0.03333585645262275,0.04047858425262307,0.05383637195651625,0.04459736220933119,-0.03276145302305733,-0.02577747736138492,0,0.0
borough_activity,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,96,96,96,0.037949691110768555,0.041933337597646635,0.05000869301976709,0.0445601811574273,-0.08710090436934825,0.025170259431947603,0,0.0,96,0.037949691110768555,0.041933337597646635,0.05000869301976709,0.0445601811574273,-0.08710090436934825,0.025170259431947603,0,0.0
borough_activity,Random Forest,Random Forest_02,"{""max_depth"": 6, ""max_features"": 0.5, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",6,7,96,96,96,0.034945068400112966,0.034714467246601786,0.04361504776740139,0.04246172023926769,0.29646223433393515,-0.014364305894893523,0,0.0,96,0.034945068400112966,0.034714467246601786,0.04361504776740139,0.04246172023926769,0.29646223433393515,-0.014364305894893523,0,0.0
borough_activity,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",4,5,96,96,96,0.033339331136190316,0.040484643464840576,0.05384946522158912,0.044606225499532665,-0.03326385923300257,-0.025812231542337586,0,0.0,96,0.033339331136190316,0.040484643464840576,0.05384946522158912,0.044606225499532665,-0.03326385923300257,-0.025812231542337586,0,0.0
borough_activity,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",5,6,96,96,96,0.03816418916107308,0.042094598056897824,0.050273544297232825,0.044900406493534155,-0.098646196726897,0.025517963043561503,0,0.0,96,0.03816418916107308,0.042094598056897824,0.050273544297232825,0.044900406493534155,-0.098646196726897,0.025517963043561503,0,0.0
borough_activity,Random Forest,Random Forest_03,"{""max_depth"": 8, ""max_features"": 0.5, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",6,7,96,96,96,0.035958508167258894,0.03499717079542069,0.043907972128553796,0.04347210435100218,0.2869803971012703,-0.015648861819048062,0,0.0,96,0.035958508167258894,0.03499717079542069,0.043907972128553796,0.04347210435100218,0.2869803971012703,-0.015648861819048062,0,0.0
borough_activity,Random Forest,Random Forest_04,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,96,96,96,0.033372474571725964,0.04055013538730979,0.05412745110933698,0.04467017285589788,-0.043959384533062584,-0.025701824889939,0,0.0,96,0.033372474571725964,0.04055013538730979,0.05412745110933698,0.04467017285589788,-0.043959384533062584,-0.025701824889939,0,0.0
borough_activity,Random Forest,Random Forest_04,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,96,96,96,0.03948654529049898,0.042752126658622776,0.05092411949642092,0.046290831415313725,-0.12726469483264058,0.025082013632292514,0,0.0,96,0.03948654529049898,0.042752126658622776,0.05092411949642092,0.046290831415313725,-0.12726469483264058,0.025082013632292514,0,0.0
borough_activity,Random Forest,Random Forest_04,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",6,7,96,96,96,0.03958694186800702,0.0371749274942211,0.04596096896544496,0.047007771513610686,0.21874454565613288,-0.016759853537868165,0,0.0,96,0.03958694186800702,0.0371749274942211,0.04596096896544496,0.047007771513610686,0.21874454565613288,-0.016759853537868165,0,0.0
borough_activity,Random Forest,Random Forest_05,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",4,5,96,96,96,0.033372474571725964,0.04055013538730979,0.05412745110933698,0.04467017285589789,-0.043959384533062584,-0.025701824889938996,0,0.0,96,0.033372474571725964,0.04055013538730979,0.05412745110933698,0.04467017285589789,-0.043959384533062584,-0.025701824889938996,0,0.0
borough_activity,Random Forest,Random Forest_05,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",5,6,96,96,96,0.039580811968653117,0.04272049182366109,0.0509198618633479,0.04648304487027653,-0.1270762073788274,0.025320636118194118,0,0.0,96,0.039580811968653117,0.04272049182366109,0.0509198618633479,0.04648304487027653,-0.1270762073788274,0.025320636118194118,0,0.0
borough_activity,Random Forest,Random Forest_05,"{""max_depth"": null, ""max_features"": 0.8, ""min_leaf_fraction"": 0.01, ""n_estimators"": 250}",6,7,96,96,96,0.0406627617454966,0.03742179393144194,0.046047022789024755,0.04802961052960066,0.21581628027176714,-0.018594256316466554,0,0.0,96,0.0406627617454966,0.03742179393144194,0.046047022789024755,0.04802961052960066,0.21581628027176714,-0.018594256316466554,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_01,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_leaf_fraction"": 0.05, ""n_estimators"": 120}",4,5,96,96,96,0.03463020444238922,0.04242516036246593,0.05621318632720582,0.04612427012763336,-0.12596490941798644,-0.02951100214946545,0,0.0,96,0.03463020444238922,0.04242516036246593,0.05621318632720582,0.04612427012763336,-0.12596490941798644,-0.02951100214946545,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_01,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_leaf_fraction"": 0.05, ""n_estimators"": 120}",5,6,96,96,96,0.03989334231241394,0.04193610092163854,0.050192138833219296,0.04686291998872087,-0.0950911104407115,0.02561283108998362,0,0.0,96,0.03989334231241394,0.04193610092163854,0.050192138833219296,0.04686291998872087,-0.0950911104407115,0.02561283108998362,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_01,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 1, ""min_leaf_fraction"": 0.05, ""n_estimators"": 120}",6,7,96,96,96,0.03167567004547595,0.033405992469084586,0.04402832864435333,0.0401464857808358,0.2830661115089157,-0.021157560267111408,0,0.0,96,0.03167567004547595,0.033405992469084586,0.04402832864435333,0.0401464857808358,0.2830661115089157,-0.021157560267111408,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,96,96,96,0.03291113008677262,0.04126682912442885,0.05539135622085674,0.0439071220849555,-0.09328262776391005,-0.02929460056685337,0,0.0,96,0.03291113008677262,0.04126682912442885,0.05539135622085674,0.0439071220849555,-0.09328262776391005,-0.02929460056685337,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,96,96,96,0.03597502205749469,0.040788027182109644,0.049384941179429126,0.043587919625807305,-0.06015149456215774,0.02306847601991313,0,0.0,96,0.03597502205749469,0.040788027182109644,0.049384941179429126,0.043587919625807305,-0.06015149456215774,0.02306847601991313,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_02,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,96,96,96,0.03896065711695722,0.03688556151355896,0.046682127051660284,0.046578443535468556,0.19403537049822506,-0.022720426794451132,0,0.0,96,0.03896065711695722,0.03688556151355896,0.046682127051660284,0.046578443535468556,0.19403537049822506,-0.022720426794451132,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",4,5,96,96,96,0.03282816731612505,0.0411391840696504,0.05519899938914696,0.043956794376027224,-0.08570255595914555,-0.02924409629193481,0,0.0,96,0.03282816731612505,0.0411391840696504,0.05519899938914696,0.043956794376027224,-0.08570255595914555,-0.02924409629193481,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",5,6,96,96,96,0.036132934837650635,0.040869640920665924,0.049472144640888754,0.04377726487031107,-0.06389881107063067,0.02354047935452616,0,0.0,96,0.036132934837650635,0.040869640920665924,0.049472144640888754,0.04377726487031107,-0.06389881107063067,0.02354047935452616,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_03,"{""learning_rate"": 0.025, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 250}",6,7,96,96,96,0.0383412801593876,0.0364980715470161,0.04626707458431718,0.045898466262722884,0.2083033794801964,-0.022159198637901768,0,0.0,96,0.0383412801593876,0.0364980715470161,0.04626707458431718,0.045898466262722884,0.2083033794801964,-0.022159198637901768,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",4,5,96,96,96,0.03278746986974418,0.04096583278011689,0.05489649725937002,0.044095635943247315,-0.07383540569704317,-0.02931157290234257,0,0.0,96,0.03278746986974418,0.04096583278011689,0.05489649725937002,0.044095635943247315,-0.07383540569704317,-0.02931157290234257,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",5,6,96,96,96,0.03527288540793082,0.04059885537297504,0.04931443131134137,0.04285837632670132,-0.057126370834686746,0.02358190283711538,0,0.0,96,0.03527288540793082,0.04059885537297504,0.04931443131134137,0.04285837632670132,-0.057126370834686746,0.02358190283711538,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_04,"{""learning_rate"": 0.01, ""loss"": ""huber"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 400}",6,7,96,96,96,0.03783534131951155,0.03595428873291628,0.0457043607064127,0.04533695253520207,0.2274439685903047,-0.020857568946882597,0,0.0,96,0.03783534131951155,0.03595428873291628,0.0457043607064127,0.04533695253520207,0.2274439685903047,-0.020857568946882597,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,96,96,96,0.03461653914784286,0.042479040720947096,0.05666464711757521,0.04596034174858825,-0.14412329159814297,-0.02957638780222574,0,0.0,96,0.03461653914784286,0.042479040720947096,0.05666464711757521,0.04596034174858825,-0.14412329159814297,-0.02957638780222574,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,96,96,96,0.03786168746828624,0.04082368827231386,0.049774593065850886,0.04573776805080886,-0.07694688520841786,0.021958867451352577,0,0.0,96,0.03786168746828624,0.04082368827231386,0.049774593065850886,0.04573776805080886,-0.07694688520841786,0.021958867451352577,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_05,"{""learning_rate"": 0.05, ""loss"": ""huber"", ""max_depth"": 3, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,96,96,96,0.041217096973491685,0.03830805207369656,0.04750369123293868,0.04857360443874695,0.16541720953239658,-0.02206735417650696,0,0.0,96,0.041217096973491685,0.03830805207369656,0.04750369123293868,0.04857360443874695,0.16541720953239658,-0.02206735417650696,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",4,5,96,96,96,0.032438007993151205,0.04019310136052492,0.05380956119175343,0.04317902304336934,-0.03173306909931117,-0.02572980341651013,0,0.0,96,0.032438007993151205,0.04019310136052492,0.05380956119175343,0.04317902304336934,-0.03173306909931117,-0.02572980341651013,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",5,6,96,96,96,0.03651477354173617,0.04218098212625859,0.05090975808825195,0.04415915316564851,-0.12662897149507257,0.026131654687022953,0,0.0,96,0.03651477354173617,0.04218098212625859,0.05090975808825195,0.04415915316564851,-0.12662897149507257,0.026131654687022953,0,0.0
borough_activity,Gradient Boosting,Gradient Boosting_06,"{""learning_rate"": 0.05, ""loss"": ""squared_error"", ""max_depth"": 2, ""min_leaf_fraction"": 0.02, ""n_estimators"": 150}",6,7,96,96,96,0.03810771001392443,0.03599205390267973,0.045426426359052335,0.04556713328061889,0.23681143300542695,-0.01885921565348139,0,0.0,96,0.03810771001392443,0.03599205390267973,0.045426426359052335,0.04556713328061889,0.23681143300542695,-0.01885921565348139,0,0.0
