LA_2023,Age16plus,Age9,VolFrqB_Pop,MEMS7GR_ALL,volunteering_weight,weight_source,year,age_group_code,age_group,vol_binary_A,vol_binary_A_label,activity_level_3cat,activity_level_3cat_label
126,1.0,2.0,0.0,2.0,4.418291495114475,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
126,1.0,6.0,0.0,2.0,0.5473162989604698,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
126,1.0,,,0.0,,wt_final_AC,3,,,,,0,inactive
126,1.0,,,2.0,,wt_final_AC,3,,,,,2,active
126,1.0,6.0,,0.0,,wt_final_AC,3,6,55-64,,,0,inactive
126,1.0,5.0,0.0,2.0,0.7735446128137901,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
126,1.0,4.0,0.0,2.0,1.613777460807854,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
126,1.0,6.0,0.0,2.0,1.5670946707606477,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
126,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
126,1.0,7.0,,0.0,,wt_final_AC,3,7,65-74,,,0,inactive
126,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
126,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
126,1.0,3.0,,0.0,,wt_final_AC,3,3,25-34,,,0,inactive
126,1.0,3.0,,0.0,,wt_final_AC,3,3,25-34,,,0,inactive
126,1.0,8.0,0.0,2.0,1.9422494034180628,wt_final_AC,3,8,75-84,0,not_twiceplus_volunteer,2,active
126,1.0,6.0,0.0,2.0,4.091845329086375,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
126,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
126,1.0,2.0,0.0,2.0,3.403119488842855,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
126,1.0,6.0,1.0,2.0,0.8801108224807227,wt_final_AC,3,6,55-64,1,twiceplus_volunteer,2,active
126,1.0,6.0,1.0,2.0,0.4913962175890377,wt_final_AC,3,6,55-64,1,twiceplus_volunteer,2,active
126,1.0,6.0,0.0,1.0,1.0774965425335703,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,4.0,0.0,2.0,0.8510752040721645,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
129,1.0,6.0,0.0,2.0,0.3776597894802376,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
129,1.0,2.0,0.0,2.0,3.624018360381781,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,0.0,0.0,1.001431291466137,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
129,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
129,1.0,4.0,0.0,2.0,1.88049922071835,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,0.0,0.0,1.5867286477465523,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
129,1.0,5.0,0.0,0.0,1.7655662814756186,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
129,1.0,3.0,0.0,2.0,2.3149957184351604,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,0.0,1.0,1.88049922071835,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,3.0,0.0,0.0,1.8033441037597235,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
129,1.0,6.0,0.0,2.0,3.050418564220398,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
129,1.0,3.0,,0.0,,wt_final_AC,3,3,25-34,,,0,inactive
129,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
129,1.0,7.0,0.0,2.0,2.0266092834873373,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
129,1.0,5.0,0.0,2.0,0.6328580683341887,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
129,1.0,5.0,0.0,2.0,1.5983179698180177,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
129,1.0,2.0,0.0,2.0,3.469589748492268,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
129,1.0,7.0,,0.0,,wt_final_AC,3,7,65-74,,,0,inactive
129,1.0,4.0,1.0,2.0,1.88049922071835,wt_final_AC,3,4,35-44,1,twiceplus_volunteer,2,active
129,1.0,3.0,0.0,2.0,1.8033441037597235,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
129,1.0,9.0,1.0,0.0,1.4902323163547324,wt_final_AC,3,9,85+,1,twiceplus_volunteer,0,inactive
129,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
129,1.0,5.0,1.0,2.0,0.3544315237835805,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
129,1.0,3.0,,2.0,0.5787489296087901,wt_final_AC,3,3,25-34,,,2,active
129,1.0,3.0,0.0,2.0,1.389541647930247,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,,1.0,,wt_final_AC,3,4,35-44,,,1,fairly_active
129,1.0,2.0,0.0,2.0,4.559626028276017,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
129,1.0,6.0,0.0,0.0,0.5133982732772113,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
129,1.0,6.0,0.0,0.0,0.3192606920965161,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
129,1.0,6.0,0.0,2.0,0.4785247757366477,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
129,1.0,7.0,0.0,2.0,0.3767918289494215,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
129,1.0,5.0,0.0,1.0,2.5298270872788966,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,3.0,0.0,2.0,5.141090528339235,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
129,1.0,7.0,0.0,2.0,0.5066523208718343,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
129,1.0,8.0,0.0,1.0,0.7451161581773662,wt_final_AC,3,8,75-84,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,4.0,0.0,0.0,0.72544515098077,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
129,1.0,3.0,0.0,0.0,1.9220896598304784,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,0,inactive
129,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
129,1.0,7.0,,2.0,,wt_final_AC,3,7,65-74,,,2,active
129,1.0,9.0,0.0,0.0,2.4449397154111363,wt_final_AC,3,9,85+,0,not_twiceplus_volunteer,0,inactive
129,1.0,5.0,0.0,1.0,0.438838813173787,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,5.0,0.0,0.0,1.648110092322396,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
129,1.0,2.0,,0.0,0.554456250012711,wt_final_AC,3,2,16-24,,,0,inactive
129,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
129,1.0,7.0,0.0,1.0,1.980671996222447,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
129,1.0,7.0,0.0,2.0,1.3316531301648562,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,0.0,2.0,1.140731075412074,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
129,1.0,6.0,1.0,2.0,0.5829321529188652,wt_final_AC,3,6,55-64,1,twiceplus_volunteer,2,active
129,1.0,3.0,0.0,2.0,1.1574978592175802,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
129,1.0,4.0,0.0,2.0,3.626363431979202,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
129,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
129,1.0,2.0,,2.0,,wt_final_AC,3,2,16-24,,,2,active
129,1.0,2.0,0.0,2.0,4.5752616785187055,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
135,1.0,3.0,0.0,2.0,1.2047855202274649,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
135,1.0,3.0,1.0,1.0,0.9133763811278424,wt_final_AC,3,3,25-34,1,twiceplus_volunteer,1,fairly_active
135,1.0,5.0,0.0,2.0,0.2970313417262589,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,0.0,2.0,1.4666015593450057,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
135,1.0,5.0,0.0,1.0,0.39034928826166,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
135,1.0,7.0,,2.0,,wt_final_AC,3,7,65-74,,,2,active
135,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
135,1.0,5.0,0.0,0.0,0.3802021501039861,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
135,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
135,1.0,4.0,,0.0,,wt_final_AC,3,4,35-44,,,0,inactive
135,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
135,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
135,1.0,4.0,0.0,2.0,1.070666247237317,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
135,1.0,5.0,0.0,2.0,1.1462312624160222,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
135,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
135,1.0,4.0,0.0,0.0,0.6615055375956155,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
135,1.0,2.0,,0.0,,wt_final_AC,3,2,16-24,,,0,inactive
135,1.0,3.0,0.0,1.0,1.328498972027946,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
135,1.0,4.0,0.0,1.0,1.050231212063662,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
135,1.0,3.0,0.0,2.0,2.1900351599667847,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
135,1.0,6.0,0.0,0.0,2.59937767965925,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
135,1.0,6.0,0.0,0.0,0.8357126487845541,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
135,1.0,5.0,0.0,2.0,0.5961179392889483,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
135,1.0,5.0,1.0,2.0,0.4996497659575985,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
135,1.0,8.0,0.0,2.0,5.385415182756888,wt_final_AC,3,8,75-84,0,not_twiceplus_volunteer,2,active
135,1.0,4.0,0.0,2.0,8.970182136246992,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,,0.0,0.5170533408532266,wt_final_AC,3,7,65-74,,,0,inactive
135,1.0,5.0,,1.0,,wt_final_AC,3,5,45-54,,,1,fairly_active
135,1.0,6.0,0.0,2.0,1.1965666327675082,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
135,1.0,3.0,,0.0,,wt_final_AC,3,3,25-34,,,0,inactive
135,1.0,3.0,,0.0,,wt_final_AC,3,3,25-34,,,0,inactive
135,1.0,3.0,0.0,2.0,6.192807189069555,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
135,1.0,4.0,,2.0,2.453232236881138,wt_final_AC,3,4,35-44,,,2,active
135,1.0,5.0,0.0,2.0,1.499953794252348,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
135,1.0,5.0,0.0,2.0,1.1072104215886656,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
135,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
135,1.0,3.0,0.0,2.0,1.9814554913170352,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,0.0,2.0,0.5453477895090516,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,0.0,0.0,1.6599021476060456,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
135,1.0,4.0,0.0,2.0,2.9259986118885655,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,0.0,2.0,1.0906955790181032,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
135,1.0,5.0,1.0,2.0,0.5940626834525179,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
135,1.0,4.0,0.0,0.0,0.3307527687978077,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
135,1.0,2.0,,1.0,1.4965266381415578,wt_final_AC,3,2,16-24,,,1,fairly_active
135,1.0,2.0,0.0,1.0,2.5982315561297527,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,1,fairly_active
135,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
135,1.0,5.0,0.0,1.0,0.7375269513437702,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
135,1.0,8.0,0.0,2.0,1.346353795689222,wt_final_AC,3,8,75-84,0,not_twiceplus_volunteer,2,active
135,1.0,7.0,0.0,2.0,2.1813911580362064,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
136,1.0,7.0,0.0,0.0,0.4951662808694619,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
136,1.0,7.0,0.0,2.0,1.8457758030917584,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
136,1.0,6.0,0.0,2.0,1.6326019166925896,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,2.0,0.2084213906127241,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,2.0,0.5089667914131287,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,6.0,,2.0,0.2922273670967282,wt_final_AC,3,6,55-64,,,2,active
136,1.0,9.0,,2.0,,wt_final_AC,3,9,85+,,,2,active
136,1.0,6.0,0.0,0.0,0.2019974103075596,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
136,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
136,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
136,1.0,5.0,,0.0,,wt_final_AC,3,5,45-54,,,0,inactive
136,1.0,4.0,0.0,0.0,0.3304393342572593,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,0,inactive
136,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
136,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
136,1.0,4.0,0.0,2.0,0.4327557873832251,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
136,1.0,7.0,0.0,1.0,1.5023063918356945,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,1,fairly_active
136,1.0,9.0,0.0,0.0,0.3641119947921911,wt_final_AC,3,9,85+,0,not_twiceplus_volunteer,0,inactive
136,1.0,7.0,0.0,0.0,1.384331897476531,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,0,inactive
136,1.0,6.0,0.0,0.0,0.7258894662188162,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
136,1.0,6.0,0.0,2.0,0.3073028298035742,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,1.0,0.1869128312863673,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
136,1.0,5.0,0.0,2.0,1.724076848647065,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
136,1.0,5.0,0.0,2.0,0.138947597927595,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,1.0,0.4459121520733921,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
136,1.0,3.0,0.0,2.0,0.8021914737977225,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
136,1.0,3.0,0.0,2.0,1.254516409892562,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
136,1.0,4.0,,0.0,,wt_final_AC,3,4,35-44,,,0,inactive
136,1.0,6.0,0.0,2.0,0.5729577559076191,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,2.0,0.842845121864294,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,4.0,0.0,2.0,2.419702830700316,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,2.0,1.8925350470325504,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
136,1.0,5.0,0.0,0.0,1.8925350470325504,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
136,1.0,6.0,0.0,2.0,0.5029480863047038,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
136,1.0,8.0,,2.0,,wt_final_AC,3,8,75-84,,,2,active
136,1.0,8.0,1.0,2.0,1.032789434266575,wt_final_AC,3,8,75-84,1,twiceplus_volunteer,2,active
136,1.0,3.0,0.0,2.0,0.8021914737977225,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
136,1.0,3.0,0.0,2.0,1.254516409892562,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
136,1.0,7.0,0.0,2.0,1.5667891918343295,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
136,1.0,9.0,0.0,1.0,0.5973779367158537,wt_final_AC,3,9,85+,0,not_twiceplus_volunteer,1,fairly_active
136,1.0,9.0,0.0,1.0,0.5973779367158537,wt_final_AC,3,9,85+,0,not_twiceplus_volunteer,1,fairly_active
136,1.0,5.0,0.0,2.0,1.357244901174364,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
139,1.0,6.0,0.0,0.0,0.2754130875361821,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
139,1.0,4.0,0.0,2.0,0.2091559151277798,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,4.0,0.0,2.0,0.560430287688709,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,5.0,,0.0,,wt_final_AC,3,5,45-54,,,0,inactive
139,1.0,4.0,,1.0,,wt_final_AC,3,4,35-44,,,1,fairly_active
139,1.0,5.0,,1.0,,wt_final_AC,3,5,45-54,,,1,fairly_active
139,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
139,1.0,4.0,1.0,2.0,0.2477505667763323,wt_final_AC,3,4,35-44,1,twiceplus_volunteer,2,active
139,1.0,4.0,1.0,2.0,0.3807926298027225,wt_final_AC,3,4,35-44,1,twiceplus_volunteer,2,active
139,1.0,4.0,0.0,2.0,0.963983076967762,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,5.0,0.0,2.0,0.2757072599679665,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
139,1.0,6.0,1.0,2.0,0.6254832297219717,wt_final_AC,3,6,55-64,1,twiceplus_volunteer,2,active
139,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
139,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
139,1.0,2.0,0.0,2.0,2.0853587419845816,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,2,active
139,1.0,6.0,0.0,2.0,0.6602668013391252,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
139,1.0,6.0,,1.0,,wt_final_AC,3,6,55-64,,,1,fairly_active
139,1.0,2.0,,0.0,,wt_final_AC,3,2,16-24,,,0,inactive
139,1.0,2.0,,0.0,,wt_final_AC,3,2,16-24,,,0,inactive
139,1.0,8.0,,2.0,,wt_final_AC,3,8,75-84,,,2,active
139,1.0,6.0,0.0,1.0,0.2754130875361821,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,1,fairly_active
139,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
139,1.0,7.0,1.0,1.0,0.3749462145067795,wt_final_AC,3,7,65-74,1,twiceplus_volunteer,1,fairly_active
139,1.0,5.0,,0.0,,wt_final_AC,3,5,45-54,,,0,inactive
139,1.0,6.0,0.0,0.0,0.8677018444223651,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
139,1.0,4.0,0.0,2.0,0.6684285375027627,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
139,1.0,,0.0,2.0,0.960281897716025,wt_final_AC,3,,,0,not_twiceplus_volunteer,2,active
139,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
139,1.0,5.0,0.0,1.0,0.7820329348534454,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,1,fairly_active
139,1.0,6.0,0.0,2.0,0.6735157383176369,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
139,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
139,1.0,8.0,,2.0,,wt_final_AC,3,8,75-84,,,2,active
139,1.0,7.0,,1.0,,wt_final_AC,3,7,65-74,,,1,fairly_active
139,1.0,2.0,1.0,2.0,7.607222408242637,wt_final_AC,3,2,16-24,1,twiceplus_volunteer,2,active
139,1.0,3.0,0.0,2.0,6.673164159964814,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
139,1.0,3.0,0.0,1.0,1.181221972645956,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
139,1.0,6.0,,1.0,,wt_final_AC,3,6,55-64,,,1,fairly_active
139,1.0,6.0,0.0,2.0,0.1754447345739011,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
139,1.0,2.0,1.0,2.0,5.906875743765507,wt_final_AC,3,2,16-24,1,twiceplus_volunteer,2,active
139,1.0,5.0,1.0,2.0,3.655145798754425,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
139,1.0,6.0,0.0,2.0,3.78591729716192,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,,0.0,,wt_final_AC,3,5,45-54,,,0,inactive
142,1.0,6.0,,2.0,,wt_final_AC,3,6,55-64,,,2,active
142,1.0,3.0,0.0,2.0,1.3929780660256383,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,1.0,2.0,1.87707390933424,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
142,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
142,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
142,1.0,3.0,0.0,2.0,0.9821944758914114,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,1.0,2.0,1.0242172187258294,wt_final_AC,3,4,35-44,1,twiceplus_volunteer,2,active
142,1.0,5.0,,2.0,0.651381291232378,wt_final_AC,3,5,45-54,,,2,active
142,1.0,4.0,0.0,1.0,0.5328757589728653,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,5.0,0.0,2.0,0.5892023778067916,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,2.0,1.6925987625049237,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
142,1.0,4.0,1.0,2.0,4.526132839146083,wt_final_AC,3,4,35-44,1,twiceplus_volunteer,2,active
142,1.0,5.0,,2.0,,wt_final_AC,3,5,45-54,,,2,active
142,1.0,4.0,0.0,2.0,0.3757328281748726,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,6.0,0.0,2.0,0.6804173965057174,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,2.0,0.0,0.0,2.1445612449288483,wt_final_AC,3,2,16-24,0,not_twiceplus_volunteer,0,inactive
142,1.0,2.0,,2.0,,wt_final_AC,3,2,16-24,,,2,active
142,1.0,3.0,,2.0,,wt_final_AC,3,3,25-34,,,2,active
142,1.0,3.0,1.0,2.0,1.7296140988952111,wt_final_AC,3,3,25-34,1,twiceplus_volunteer,2,active
142,1.0,3.0,0.0,1.0,0.3749871015174319,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,5.0,0.0,2.0,0.5892023778067916,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,6.0,0.0,0.0,1.4865315915953037,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
142,1.0,6.0,0.0,2.0,1.492382430786407,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
142,1.0,3.0,0.0,2.0,2.3930636800107528,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,7.0,0.0,2.0,1.3092370141591665,wt_final_AC,3,7,65-74,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,0.0,2.0,0.7566033547045163,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
142,1.0,5.0,1.0,2.0,0.651381291232378,wt_final_AC,3,5,45-54,1,twiceplus_volunteer,2,active
142,1.0,7.0,,0.0,,wt_final_AC,3,7,65-74,,,0,inactive
142,1.0,5.0,0.0,2.0,2.4127036638382666,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,,1.0,,wt_final_AC,3,5,45-54,,,1,fairly_active
142,1.0,4.0,,2.0,,wt_final_AC,3,4,35-44,,,2,active
142,1.0,4.0,0.0,2.0,2.7990237083016667,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,8.0,0.0,0.0,2.690105409997608,wt_final_AC,3,8,75-84,0,not_twiceplus_volunteer,0,inactive
142,1.0,6.0,0.0,2.0,1.5223286132025944,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,2.0,1.536016250216263,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,2,active
142,1.0,3.0,0.0,1.0,2.676438289580375,wt_final_AC,3,3,25-34,0,not_twiceplus_volunteer,1,fairly_active
142,1.0,5.0,,1.0,,wt_final_AC,3,5,45-54,,,1,fairly_active
142,1.0,5.0,0.0,2.0,0.9206236897803656,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,0.0,0.0,1.2600432527795646,wt_final_AC,3,5,45-54,0,not_twiceplus_volunteer,0,inactive
142,1.0,4.0,0.0,2.0,2.490609154343365,wt_final_AC,3,4,35-44,0,not_twiceplus_volunteer,2,active
142,1.0,5.0,,1.0,,wt_final_AC,3,5,45-54,,,1,fairly_active
147,1.0,6.0,0.0,0.0,2.347129431914978,wt_final_AC,3,6,55-64,0,not_twiceplus_volunteer,0,inactive
