series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_171__age_2__activity_1,171,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,171,16-24__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_171__age_2__activity_2,171,2,16-24,2,active,0.1173072156930053,True,borough_age_activity,9,1,0.1173072156930053,0,6,171,16-24__active,Gradient Boosting,0.18334555192609392,0.18334555192609392,False,observed_year8,18.334555192609393,6.603833623308862
borough_171__age_3__activity_0,171,3,25-34,0,inactive,0.1812964132786578,True,borough_age_activity,9,1,0.1812964132786578,0,6,171,25-34__inactive,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-10.686599409002712
borough_171__age_3__activity_1,171,3,25-34,1,fairly_active,0.2997540177962336,True,borough_age_activity,9,1,0.2997540177962336,0,6,171,25-34__fairly_active,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-22.727662833910568
borough_171__age_3__activity_2,171,3,25-34,2,active,0.0841459481090491,True,borough_age_activity,9,1,0.0841459481090491,0,6,171,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,observed_year8,10.402927597486862,1.988332786581952
borough_171__age_4__activity_0,171,4,35-44,0,inactive,0.1035664458171293,True,borough_age_activity,9,1,0.1035664458171293,0,6,171,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-2.8992888617136696
borough_171__age_4__activity_1,171,4,35-44,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,171,35-44__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_171__age_4__activity_2,171,4,35-44,2,active,0.1804026507954252,True,borough_age_activity,9,1,0.1804026507954252,0,6,171,35-44__active,Gradient Boosting,0.12121844101459471,0.12121844101459471,False,observed_year8,12.121844101459471,-5.918420978083049
borough_171__age_5__activity_0,171,5,45-54,0,inactive,0.0250352610073407,True,borough_age_activity,9,1,0.0250352610073407,0,6,171,45-54__inactive,Gradient Boosting,0.05024484454501304,0.05024484454501304,False,observed_year8,5.024484454501303,2.520958353767234
borough_171__age_5__activity_1,171,5,45-54,1,fairly_active,0.1708273880369651,True,borough_age_activity,9,1,0.1708273880369651,0,6,171,45-54__fairly_active,Gradient Boosting,0.06978405422578765,0.06978405422578765,False,observed_year8,6.978405422578765,-10.104333381117744
borough_171__age_5__activity_2,171,5,45-54,2,active,0.1770370252675507,True,borough_age_activity,9,1,0.1770370252675507,0,6,171,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,observed_year8,14.724440865104468,-2.9792616616506007
borough_171__age_6__activity_0,171,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,171,55-64__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_171__age_6__activity_1,171,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,171,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_171__age_6__activity_2,171,6,55-64,2,active,0.2621774103284642,True,borough_age_activity,9,1,0.2621774103284642,0,6,171,55-64__active,Gradient Boosting,0.12005282659122089,0.12005282659122089,False,observed_year8,12.00528265912209,-14.21245837372433
borough_171__age_7__activity_0,171,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,171,65-74__inactive,Gradient Boosting,0.044200020271996765,0.044200020271996765,False,observed_year8,4.4200020271996765,4.4200020271996765
borough_171__age_7__activity_1,171,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,171,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_171__age_7__activity_2,171,7,65-74,2,active,0.3241138532718253,True,borough_age_activity,9,1,0.3241138532718253,0,6,171,65-74__active,Gradient Boosting,0.1250246501663007,0.1250246501663007,False,observed_year8,12.50246501663007,-19.908920310552457
borough_171__age_8__activity_0,171,8,75-84,0,inactive,1.0,True,borough_age_activity,9,1,1.0,0,6,171,75-84__inactive,Gradient Boosting,0.06755597048585577,0.06755597048585577,False,observed_year8,6.755597048585576,-93.24440295141443
borough_171__age_8__activity_1,171,8,75-84,1,fairly_active,,False,borough_age_activity,9,1,,1,6,171,75-84__fairly_active,Gradient Boosting,0.03250295698376241,0.03250295698376241,False,missing_year8,3.250295698376241,
borough_171__age_8__activity_2,171,8,75-84,2,active,0.0979590851535888,True,borough_age_activity,9,1,0.0979590851535888,0,6,171,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,observed_year8,10.101238724464826,0.3053302091059473
borough_171__age_9__activity_0,171,9,85+,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,171,85+__inactive,Gradient Boosting,0.03356019068905464,0.03356019068905464,False,observed_year8,3.3560190689054643,3.3560190689054643
borough_171__age_9__activity_1,171,9,85+,1,fairly_active,,False,borough_age_activity,9,1,,1,6,171,85+__fairly_active,Gradient Boosting,0.04634175498740289,0.04634175498740289,False,missing_year8,4.634175498740289,
borough_171__age_9__activity_2,171,9,85+,2,active,,False,borough_age_activity,9,1,,1,6,171,85+__active,Gradient Boosting,0.03419695978129388,0.03419695978129388,False,missing_year8,3.419695978129388,
borough_17__age_2__activity_0,17,2,16-24,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,17,16-24__inactive,Gradient Boosting,0.06593381065681012,0.06593381065681012,False,observed_year8,6.593381065681012,6.593381065681012
borough_17__age_2__activity_1,17,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,16-24__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_17__age_2__activity_2,17,2,16-24,2,active,0.1829673482123297,True,borough_age_activity,9,1,0.1829673482123297,0,6,17,16-24__active,Gradient Boosting,0.1693874258947797,0.1693874258947797,False,observed_year8,16.93874258947797,-1.3579922317550008
borough_17__age_3__activity_0,17,3,25-34,0,inactive,0.3135486650946501,True,borough_age_activity,9,1,0.3135486650946501,0,6,17,25-34__inactive,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-24.10712756375222
borough_17__age_3__activity_1,17,3,25-34,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,25-34__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_17__age_3__activity_2,17,3,25-34,2,active,0.0199282169657373,True,borough_age_activity,9,1,0.0199282169657373,0,6,17,25-34__active,Gradient Boosting,0.09035738252716459,0.09035738252716459,False,observed_year8,9.03573825271646,7.042916556142728
borough_17__age_4__activity_0,17,4,35-44,0,inactive,0.1121393709940843,True,borough_age_activity,9,1,0.1121393709940843,0,6,17,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,-3.75658137940917
borough_17__age_4__activity_1,17,4,35-44,1,fairly_active,0.1246508996987372,True,borough_age_activity,9,1,0.1246508996987372,0,6,17,35-44__fairly_active,Gradient Boosting,0.07210627444639607,0.07210627444639607,False,observed_year8,7.2106274446396075,-5.254462525234113
borough_17__age_4__activity_2,17,4,35-44,2,active,0.1310264161329628,True,borough_age_activity,9,1,0.1310264161329628,0,6,17,35-44__active,Gradient Boosting,0.11889429627236009,0.11889429627236009,False,observed_year8,11.889429627236009,-1.2132119860602697
borough_17__age_5__activity_0,17,5,45-54,0,inactive,0.0223087552584688,True,borough_age_activity,9,1,0.0223087552584688,0,6,17,45-54__inactive,Gradient Boosting,0.05024484454501304,0.05024484454501304,False,observed_year8,5.024484454501303,2.793608928654424
borough_17__age_5__activity_1,17,5,45-54,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,45-54__fairly_active,Gradient Boosting,0.0552685524102014,0.0552685524102014,False,observed_year8,5.52685524102014,5.52685524102014
borough_17__age_5__activity_2,17,5,45-54,2,active,0.1208366615020671,True,borough_age_activity,9,1,0.1208366615020671,0,6,17,45-54__active,Gradient Boosting,0.14982926917127895,0.14982926917127895,False,observed_year8,14.982926917127894,2.8992607669211856
borough_17__age_6__activity_0,17,6,55-64,0,inactive,0.0616375333901013,True,borough_age_activity,9,1,0.0616375333901013,0,6,17,55-64__inactive,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,0.763774489798396
borough_17__age_6__activity_1,17,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_17__age_6__activity_2,17,6,55-64,2,active,0.1910924596945202,True,borough_age_activity,9,1,0.1910924596945202,0,6,17,55-64__active,Gradient Boosting,0.12200585632272368,0.12200585632272368,False,observed_year8,12.200585632272368,-6.908660337179653
borough_17__age_7__activity_0,17,7,65-74,0,inactive,0.1503431009193302,True,borough_age_activity,9,1,0.1503431009193302,0,6,17,65-74__inactive,Gradient Boosting,0.06281594237152113,0.06281594237152113,False,observed_year8,6.281594237152113,-8.752715854780908
borough_17__age_7__activity_1,17,7,65-74,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,65-74__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_17__age_7__activity_2,17,7,65-74,2,active,0.2013349299913039,True,borough_age_activity,9,1,0.2013349299913039,0,6,17,65-74__active,Gradient Boosting,0.12697767989780348,0.12697767989780348,False,observed_year8,12.697767989780347,-7.435725009350041
borough_17__age_8__activity_0,17,8,75-84,0,inactive,0.155170884171074,True,borough_age_activity,9,1,0.155170884171074,0,6,17,75-84__inactive,Gradient Boosting,0.06486263525451548,0.06486263525451548,False,observed_year8,6.486263525451548,-9.030824891655852
borough_17__age_8__activity_1,17,8,75-84,1,fairly_active,0.6488033880319137,True,borough_age_activity,9,1,0.6488033880319137,0,6,17,75-84__fairly_active,Gradient Boosting,0.06073352487240292,0.06073352487240292,False,observed_year8,6.0733524872402915,-58.80698631595108
borough_17__age_8__activity_2,17,8,75-84,2,active,0.0928353185716877,True,borough_age_activity,9,1,0.0928353185716877,0,6,17,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,observed_year8,10.101238724464826,0.8177068672960572
borough_17__age_9__activity_0,17,9,85+,0,inactive,,False,borough_age_activity,9,1,,1,6,17,85+__inactive,Gradient Boosting,0.02846607522773373,0.02846607522773373,False,missing_year8,2.846607522773373,
borough_17__age_9__activity_1,17,9,85+,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,85+__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_17__age_9__activity_2,17,9,85+,2,active,0.0,True,borough_age_activity,9,1,0.0,0,6,17,85+__active,Gradient Boosting,0.039291075242614805,0.039291075242614805,False,observed_year8,3.9291075242614806,3.9291075242614806
borough_196__age_2__activity_0,196,2,16-24,0,inactive,0.1509702317657916,True,borough_age_activity,9,1,0.1509702317657916,0,6,196,16-24__inactive,Gradient Boosting,0.08428199443387391,0.08428199443387391,False,observed_year8,8.42819944338739,-6.66882373319177
borough_196__age_2__activity_1,196,2,16-24,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,196,16-24__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_196__age_2__activity_2,196,2,16-24,2,active,0.3225475938570602,True,borough_age_activity,9,1,0.3225475938570602,0,6,196,16-24__active,Gradient Boosting,0.16743439616327696,0.16743439616327696,False,observed_year8,16.743439616327695,-15.511319769378327
borough_196__age_3__activity_0,196,3,25-34,0,inactive,0.0195910160305165,True,borough_age_activity,9,1,0.0195910160305165,0,6,196,25-34__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,3.1844854418207307
borough_196__age_3__activity_1,196,3,25-34,1,fairly_active,0.4016415625943182,True,borough_age_activity,9,1,0.4016415625943182,0,6,196,25-34__fairly_active,Gradient Boosting,0.07247738945712794,0.07247738945712794,False,observed_year8,7.247738945712793,-32.91641731371902
borough_196__age_3__activity_2,196,3,25-34,2,active,0.0960188982144214,True,borough_age_activity,9,1,0.0960188982144214,0,6,196,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,observed_year8,10.402927597486862,0.8010377760447218
borough_196__age_4__activity_0,196,4,35-44,0,inactive,0.0680851182044494,True,borough_age_activity,9,1,0.0680851182044494,0,6,196,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,0.6488438995543202
borough_196__age_4__activity_1,196,4,35-44,1,fairly_active,0.0599360964931569,True,borough_age_activity,9,1,0.0599360964931569,0,6,196,35-44__fairly_active,Gradient Boosting,0.06927527828808526,0.06927527828808526,False,observed_year8,6.927527828808526,0.9339181794928362
borough_196__age_4__activity_2,196,4,35-44,2,active,0.192065829292505,True,borough_age_activity,9,1,0.192065829292505,0,6,196,35-44__active,Gradient Boosting,0.12121844101459471,0.12121844101459471,False,observed_year8,12.121844101459471,-7.08473882779103
borough_196__age_5__activity_0,196,5,45-54,0,inactive,0.0723171442585145,True,borough_age_activity,9,1,0.0723171442585145,0,6,196,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,observed_year8,7.457355719999261,0.2256412941478103
borough_196__age_5__activity_1,196,5,45-54,1,fairly_active,0.0278721897316091,True,borough_age_activity,9,1,0.0278721897316091,0,6,196,45-54__fairly_active,Gradient Boosting,0.05407752650649063,0.05407752650649063,False,observed_year8,5.407752650649063,2.620533677488153
borough_196__age_5__activity_2,196,5,45-54,2,active,0.0672661009577418,True,borough_age_activity,9,1,0.0672661009577418,0,6,196,45-54__active,Gradient Boosting,0.16944808303911119,0.16944808303911119,False,observed_year8,16.944808303911117,10.218198208136938
borough_196__age_6__activity_0,196,6,55-64,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,196,55-64__inactive,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_196__age_6__activity_1,196,6,55-64,1,fairly_active,0.0,True,borough_age_activity,9,1,0.0,0,6,196,55-64__fairly_active,Gradient Boosting,0.05143587044872381,0.05143587044872381,False,observed_year8,5.143587044872381,5.143587044872381
borough_196__age_6__activity_2,196,6,55-64,2,active,0.2247136209240946,True,borough_age_activity,9,1,0.2247136209240946,0,6,196,55-64__active,Gradient Boosting,0.12324528830643468,0.12324528830643468,False,observed_year8,12.324528830643468,-10.146833261765993
borough_196__age_7__activity_0,196,7,65-74,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,196,65-74__inactive,Gradient Boosting,0.044200020271996765,0.044200020271996765,False,observed_year8,4.4200020271996765,4.4200020271996765
borough_196__age_7__activity_1,196,7,65-74,1,fairly_active,0.2096945684126006,True,borough_age_activity,9,1,0.2096945684126006,0,6,196,65-74__fairly_active,Gradient Boosting,0.07443041918863069,0.07443041918863069,False,observed_year8,7.443041918863069,-13.52641492239699
borough_196__age_7__activity_2,196,7,65-74,2,active,0.1639571235380299,True,borough_age_activity,9,1,0.1639571235380299,0,6,196,65-74__active,Gradient Boosting,0.12233131493496043,0.12233131493496043,False,observed_year8,12.233131493496042,-4.1625808603069485
borough_196__age_8__activity_0,196,8,75-84,0,inactive,0.0,True,borough_age_activity,9,1,0.0,0,6,196,75-84__inactive,Gradient Boosting,0.04172028694255705,0.04172028694255705,False,observed_year8,4.1720286942557046,4.1720286942557046
