series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,initial_year8_lag_observed,task,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,selected_model,raw_predicted_rate,predicted_rate,was_clipped,lag_source,predicted_rate_pp,change_from_year8_pp
borough_255__age_9__activity_1,255,9,85+,1,fairly_active,,False,borough_age_activity,11,3,0.06927527828808526,0,8,255,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_255__age_9__activity_2,255,9,85+,2,active,,False,borough_age_activity,11,3,0.03617466361529814,0,8,255,85+__active,Gradient Boosting,0.045436462919563526,0.045436462919563526,False,predicted_previous_year,4.543646291956352,
borough_272__age_2__activity_0,272,2,16-24,0,inactive,0.0629836065831482,True,borough_age_activity,11,3,0.07756560386575133,0,8,272,16-24__inactive,Gradient Boosting,0.07756560386575133,0.07756560386575133,False,predicted_previous_year,7.756560386575133,1.4581997282603134
borough_272__age_2__activity_1,272,2,16-24,1,fairly_active,,False,borough_age_activity,11,3,0.04463227404877871,0,8,272,16-24__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,
borough_272__age_2__activity_2,272,2,16-24,2,active,0.0895418281799182,True,borough_age_activity,11,3,0.14523126196001016,0,8,272,16-24__active,Gradient Boosting,0.14523126196001016,0.14523126196001016,False,predicted_previous_year,14.523126196001016,5.568943378009196
borough_272__age_3__activity_0,272,3,25-34,0,inactive,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,25-34__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_3__activity_1,272,3,25-34,1,fairly_active,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,25-34__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_3__activity_2,272,3,25-34,2,active,0.1515660528293771,True,borough_age_activity,11,3,0.09252338243254109,0,8,272,25-34__active,Gradient Boosting,0.09252338243254109,0.09252338243254109,False,predicted_previous_year,9.252338243254108,-5.904267039683601
borough_272__age_4__activity_0,272,4,35-44,0,inactive,0.1738413844146075,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,35-44__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,-11.607199966884979
borough_272__age_4__activity_1,272,4,35-44,1,fairly_active,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,35-44__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_4__activity_2,272,4,35-44,2,active,0.1805731092518625,True,borough_age_activity,11,3,0.11115468459530983,0,8,272,35-44__active,Gradient Boosting,0.11115468459530983,0.11115468459530983,False,predicted_previous_year,11.115468459530984,-6.941842465655268
borough_272__age_5__activity_0,272,5,45-54,0,inactive,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,45-54__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_5__activity_1,272,5,45-54,1,fairly_active,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,45-54__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_5__activity_2,272,5,45-54,2,active,0.2639938852628436,True,borough_age_activity,11,3,0.13574450844472852,0,8,272,45-54__active,Gradient Boosting,0.13574450844472852,0.13574450844472852,False,predicted_previous_year,13.574450844472851,-12.82493768181151
borough_272__age_6__activity_0,272,6,55-64,0,inactive,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,55-64__inactive,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_6__activity_1,272,6,55-64,1,fairly_active,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,55-64__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_6__activity_2,272,6,55-64,2,active,0.1564186917060702,True,borough_age_activity,11,3,0.11266347132282864,0,8,272,55-64__active,Gradient Boosting,0.11266347132282864,0.11266347132282864,False,predicted_previous_year,11.266347132282863,-4.375522038324156
borough_272__age_7__activity_0,272,7,65-74,0,inactive,0.0,True,borough_age_activity,11,3,0.031503100825958454,0,8,272,65-74__inactive,Gradient Boosting,0.031503100825958454,0.031503100825958454,False,predicted_previous_year,3.1503100825958454,3.1503100825958454
borough_272__age_7__activity_1,272,7,65-74,1,fairly_active,0.0,True,borough_age_activity,11,3,0.05776938474575771,0,8,272,65-74__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,5.776938474575771
borough_272__age_7__activity_2,272,7,65-74,2,active,0.1420629214126648,True,borough_age_activity,11,3,0.11535228406721205,0,8,272,65-74__active,Gradient Boosting,0.11468626509315479,0.11468626509315479,False,predicted_previous_year,11.468626509315479,-2.7376656319510015
borough_272__age_8__activity_0,272,8,75-84,0,inactive,0.0,True,borough_age_activity,11,3,0.029023367496518727,0,8,272,75-84__inactive,Gradient Boosting,0.029023367496518727,0.029023367496518727,False,predicted_previous_year,2.9023367496518726,2.9023367496518726
borough_272__age_8__activity_1,272,8,75-84,1,fairly_active,0.0,True,borough_age_activity,11,3,0.02300478239916429,0,8,272,75-84__fairly_active,Gradient Boosting,0.02300478239916429,0.02300478239916429,False,predicted_previous_year,2.300478239916429,2.300478239916429
borough_272__age_8__activity_2,272,8,75-84,2,active,0.0,True,borough_age_activity,11,3,0.07707698334269955,0,8,272,75-84__active,Gradient Boosting,0.0844540139883195,0.0844540139883195,False,predicted_previous_year,8.445401398831951,8.445401398831951
borough_272__age_9__activity_0,272,9,85+,0,inactive,0.0,True,borough_age_activity,11,3,0.02086327124301635,0,8,272,85+__inactive,Gradient Boosting,0.02086327124301635,0.02086327124301635,False,predicted_previous_year,2.086327124301635,2.086327124301635
borough_272__age_9__activity_1,272,9,85+,1,fairly_active,,False,borough_age_activity,11,3,0.04463227404877871,0,8,272,85+__fairly_active,Gradient Boosting,0.05776938474575771,0.05776938474575771,False,predicted_previous_year,5.776938474575771,
borough_272__age_9__activity_2,272,9,85+,2,active,0.0,True,borough_age_activity,11,3,0.026594155796576487,0,8,272,85+__active,Gradient Boosting,0.026594155796576487,0.026594155796576487,False,predicted_previous_year,2.6594155796576486,2.6594155796576486
borough_279__age_2__activity_0,279,2,16-24,0,inactive,0.1574226722318306,True,borough_age_activity,11,3,0.08907149740807886,0,8,279,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,-6.835117482375173
borough_279__age_2__activity_1,279,2,16-24,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_2__activity_2,279,2,16-24,2,active,0.1193683050610083,True,borough_age_activity,11,3,0.1647410609319367,0,8,279,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,4.5372755870928385
borough_279__age_3__activity_0,279,3,25-34,0,inactive,0.1962618859700898,True,borough_age_activity,11,3,0.0745735571999926,0,8,279,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-12.16883287700972
borough_279__age_3__activity_1,279,3,25-34,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_3__activity_2,279,3,25-34,2,active,0.0431714820328687,True,borough_age_activity,11,3,0.10402927597486862,0,8,279,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,6.085779394199992
borough_279__age_4__activity_0,279,4,35-44,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_4__activity_1,279,4,35-44,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_4__activity_2,279,4,35-44,2,active,0.0994889697743634,True,borough_age_activity,11,3,0.11889429627236009,0,8,279,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,1.9667966797622478
borough_279__age_5__activity_0,279,5,45-54,0,inactive,0.2043265290805751,True,borough_age_activity,11,3,0.0745735571999926,0,8,279,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-12.97529718805825
borough_279__age_5__activity_1,279,5,45-54,1,fairly_active,0.429732562618993,True,borough_age_activity,11,3,0.0745735571999926,0,8,279,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-35.515900541900045
borough_279__age_5__activity_2,279,5,45-54,2,active,0.2152841179927522,True,borough_age_activity,11,3,0.14724440865104468,0,8,279,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,-6.803970934170753
borough_279__age_6__activity_0,279,6,55-64,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_6__activity_1,279,6,55-64,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_6__activity_2,279,6,55-64,2,active,0.1156026475539206,True,borough_age_activity,11,3,0.12170208211155964,0,8,279,55-64__active,Gradient Boosting,0.12170208211155964,0.12170208211155964,False,predicted_previous_year,12.170208211155964,0.6099434557639033
borough_279__age_7__activity_0,279,7,65-74,0,inactive,0.043046684468479,True,borough_age_activity,11,3,0.06230716643381875,0,8,279,65-74__inactive,Gradient Boosting,0.06230716643381875,0.06230716643381875,False,predicted_previous_year,6.230716643381875,1.9260481965339749
borough_279__age_7__activity_1,279,7,65-74,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,279,65-74__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_279__age_7__activity_2,279,7,65-74,2,active,0.1472183780703288,True,borough_age_activity,11,3,0.12465353515556885,0,8,279,65-74__active,Gradient Boosting,0.12465353515556885,0.12465353515556885,False,predicted_previous_year,12.465353515556885,-2.2564842914759966
borough_279__age_8__activity_0,279,8,75-84,0,inactive,0.2957041202166693,True,borough_age_activity,11,3,0.06965213822872043,0,8,279,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,-22.605198198794888
borough_279__age_8__activity_1,279,8,75-84,1,fairly_active,1.0,True,borough_age_activity,11,3,0.05753141370336025,0,8,279,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,-94.24685862966398
borough_279__age_8__activity_2,279,8,75-84,2,active,0.1449977091289065,True,borough_age_activity,11,3,0.10101238724464827,0,8,279,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,-4.398532188425823
borough_279__age_9__activity_0,279,9,85+,0,inactive,0.0,True,borough_age_activity,11,3,0.03236916478534387,0,8,279,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,3.236916478534387
borough_279__age_9__activity_1,279,9,85+,1,fairly_active,,False,borough_age_activity,11,3,0.06927527828808526,0,8,279,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_279__age_9__activity_2,279,9,85+,2,active,0.0,True,borough_age_activity,11,3,0.045436462919563526,0,8,279,85+__active,Gradient Boosting,0.058573573616542515,0.058573573616542515,False,predicted_previous_year,5.857357361654252,5.857357361654252
borough_280__age_2__activity_0,280,2,16-24,0,inactive,0.0,True,borough_age_activity,11,3,0.08907149740807886,0,8,280,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,8.907149740807887
borough_280__age_2__activity_1,280,2,16-24,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,280,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_280__age_2__activity_2,280,2,16-24,2,active,0.2442761958527524,True,borough_age_activity,11,3,0.1647410609319367,0,8,280,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,-7.953513492081571
borough_280__age_3__activity_0,280,3,25-34,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,280,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_280__age_3__activity_1,280,3,25-34,1,fairly_active,0.2864711913571112,True,borough_age_activity,11,3,0.0745735571999926,0,8,280,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-21.18976341571186
borough_280__age_3__activity_2,280,3,25-34,2,active,0.1744438936258075,True,borough_age_activity,11,3,0.10402927597486862,0,8,280,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,-7.041461765093889
borough_280__age_4__activity_0,280,4,35-44,0,inactive,0.0702362452310388,True,borough_age_activity,11,3,0.0745735571999926,0,8,280,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,0.43373119689538026
borough_280__age_4__activity_1,280,4,35-44,1,fairly_active,0.5175277947674876,True,borough_age_activity,11,3,0.0745735571999926,0,8,280,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-44.2954237567495
borough_280__age_4__activity_2,280,4,35-44,2,active,0.0947095215545694,True,borough_age_activity,11,3,0.11889429627236009,0,8,280,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,2.4447415017416487
borough_280__age_5__activity_0,280,5,45-54,0,inactive,0.1938948847173693,True,borough_age_activity,11,3,0.0745735571999926,0,8,280,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-11.932132751737669
borough_280__age_5__activity_1,280,5,45-54,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,280,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_280__age_5__activity_2,280,5,45-54,2,active,0.1751741407787596,True,borough_age_activity,11,3,0.14724440865104468,0,8,280,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,-2.7929732127714906
borough_280__age_6__activity_0,280,6,55-64,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,280,55-64__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_280__age_6__activity_1,280,6,55-64,1,fairly_active,0.474192529011736,True,borough_age_activity,11,3,0.0745735571999926,0,8,280,55-64__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-39.961897181174336
borough_280__age_6__activity_2,280,6,55-64,2,active,0.1102599833419493,True,borough_age_activity,11,3,0.12170208211155964,0,8,280,55-64__active,Gradient Boosting,0.12170208211155964,0.12170208211155964,False,predicted_previous_year,12.170208211155964,1.1442098769610345
borough_280__age_7__activity_0,280,7,65-74,0,inactive,0.0,True,borough_age_activity,11,3,0.06230716643381875,0,8,280,65-74__inactive,Gradient Boosting,0.06230716643381875,0.06230716643381875,False,predicted_previous_year,6.230716643381875,6.230716643381875
borough_280__age_7__activity_1,280,7,65-74,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,280,65-74__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_280__age_7__activity_2,280,7,65-74,2,active,0.1510899178020672,True,borough_age_activity,11,3,0.12465353515556885,0,8,280,65-74__active,Gradient Boosting,0.12465353515556885,0.12465353515556885,False,predicted_previous_year,12.465353515556885,-2.6436382646498364
borough_280__age_8__activity_0,280,8,75-84,0,inactive,0.0,True,borough_age_activity,11,3,0.06435385931681309,0,8,280,75-84__inactive,Gradient Boosting,0.06965213822872043,0.06965213822872043,False,predicted_previous_year,6.965213822872044,6.965213822872044
borough_280__age_8__activity_1,280,8,75-84,1,fairly_active,0.0,True,borough_age_activity,11,3,0.04202816915745385,0,8,280,75-84__fairly_active,Gradient Boosting,0.05753141370336025,0.05753141370336025,False,predicted_previous_year,5.753141370336025,5.753141370336025
borough_280__age_8__activity_2,280,8,75-84,2,active,0.0,True,borough_age_activity,11,3,0.10101238724464827,0,8,280,75-84__active,Gradient Boosting,0.10101238724464827,0.10101238724464827,False,predicted_previous_year,10.101238724464826,10.101238724464826
borough_280__age_9__activity_0,280,9,85+,0,inactive,,False,borough_age_activity,11,3,0.03236916478534387,0,8,280,85+__inactive,Gradient Boosting,0.03236916478534387,0.03236916478534387,False,predicted_previous_year,3.236916478534387,
borough_280__age_9__activity_1,280,9,85+,1,fairly_active,,False,borough_age_activity,11,3,0.06927527828808526,0,8,280,85+__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,
borough_280__age_9__activity_2,280,9,85+,2,active,,False,borough_age_activity,11,3,0.03617466361529814,0,8,280,85+__active,Gradient Boosting,0.045436462919563526,0.045436462919563526,False,predicted_previous_year,4.543646291956352,
borough_293__age_2__activity_0,293,2,16-24,0,inactive,0.0,True,borough_age_activity,11,3,0.0798990666205929,0,8,293,16-24__inactive,Gradient Boosting,0.08519734553250025,0.08519734553250025,False,predicted_previous_year,8.519734553250025,8.519734553250025
borough_293__age_2__activity_1,293,2,16-24,1,fairly_active,0.0596964124026508,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,16-24__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,0.24253272619457825
borough_293__age_2__activity_2,293,2,16-24,2,active,0.0453239788271939,True,borough_age_activity,11,3,0.15646299432750976,0,8,293,16-24__active,Gradient Boosting,0.15646299432750976,0.15646299432750976,False,predicted_previous_year,15.646299432750975,11.113901550031587
borough_293__age_3__activity_0,293,3,25-34,0,inactive,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,25-34__inactive,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_3__activity_1,293,3,25-34,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,25-34__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_3__activity_2,293,3,25-34,2,active,0.0685104718447968,True,borough_age_activity,11,3,0.09828579852921494,0,8,293,25-34__active,Gradient Boosting,0.09828579852921494,0.09828579852921494,False,predicted_previous_year,9.828579852921495,2.977532668441814
borough_293__age_4__activity_0,293,4,35-44,0,inactive,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,35-44__inactive,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_4__activity_1,293,4,35-44,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,35-44__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_4__activity_2,293,4,35-44,2,active,0.1160337612210094,True,borough_age_activity,11,3,0.11441921585246016,0,8,293,35-44__active,Gradient Boosting,0.11441921585246016,0.11441921585246016,False,predicted_previous_year,11.441921585246016,-0.16145453685492417
borough_293__age_5__activity_0,293,5,45-54,0,inactive,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,45-54__inactive,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_5__activity_1,293,5,45-54,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,45-54__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_5__activity_2,293,5,45-54,2,active,0.0581742066322972,True,borough_age_activity,11,3,0.1354160313714061,0,8,293,45-54__active,Gradient Boosting,0.13542202470741752,0.13542202470741752,False,predicted_previous_year,13.542202470741751,7.7247818075120325
borough_293__age_6__activity_0,293,6,55-64,0,inactive,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,55-64__inactive,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_6__activity_1,293,6,55-64,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,55-64__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_6__activity_2,293,6,55-64,2,active,0.0,True,borough_age_activity,11,3,0.12290080243265099,0,8,293,55-64__active,Gradient Boosting,0.11454854348807096,0.11454854348807096,False,predicted_previous_year,11.454854348807096,11.454854348807096
borough_293__age_7__activity_0,293,7,65-74,0,inactive,0.0764904496946451,True,borough_age_activity,11,3,0.05515362781033005,0,8,293,65-74__inactive,Gradient Boosting,0.05515362781033005,0.05515362781033005,False,predicted_previous_year,5.515362781033005,-2.1336821884315045
borough_293__age_7__activity_1,293,7,65-74,1,fairly_active,0.0,True,borough_age_activity,11,3,0.06212173966459658,0,8,293,65-74__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,6.212173966459658
borough_293__age_7__activity_2,293,7,65-74,2,active,0.2602510611173586,True,borough_age_activity,11,3,0.11842841685394906,0,8,293,65-74__active,Gradient Boosting,0.11903634251744427,0.11903634251744427,False,predicted_previous_year,11.903634251744426,-14.12147185999143
borough_293__age_8__activity_0,293,8,75-84,0,inactive,0.0,True,borough_age_activity,11,3,0.04285832876641873,0,8,293,75-84__inactive,Gradient Boosting,0.05720032069332439,0.05720032069332439,False,predicted_previous_year,5.720032069332439,5.720032069332439
borough_293__age_8__activity_1,293,8,75-84,1,fairly_active,,False,borough_age_activity,11,3,0.027357137318003145,0,8,293,75-84__fairly_active,Gradient Boosting,0.027357137318003145,0.027357137318003145,False,predicted_previous_year,2.7357137318003146,
borough_293__age_8__activity_2,293,8,75-84,2,active,0.1266412885648555,True,borough_age_activity,11,3,0.09385884862115959,0,8,293,75-84__active,Gradient Boosting,0.09385884862115959,0.09385884862115959,False,predicted_previous_year,9.38588486211596,-3.2782439943695896
borough_293__age_9__activity_0,293,9,85+,0,inactive,0.0,True,borough_age_activity,11,3,0.025215626161855183,0,8,293,85+__inactive,Gradient Boosting,0.025215626161855183,0.025215626161855183,False,predicted_previous_year,2.5215626161855185,2.5215626161855185
borough_293__age_9__activity_1,293,9,85+,1,fairly_active,,False,borough_age_activity,11,3,0.04898462896761755,0,8,293,85+__fairly_active,Gradient Boosting,0.06212173966459658,0.06212173966459658,False,predicted_previous_year,6.212173966459658,
borough_293__age_9__activity_2,293,9,85+,2,active,0.6686407136805521,True,borough_age_activity,11,3,0.05142003499305381,0,8,293,85+__active,Gradient Boosting,0.05142003499305381,0.05142003499305381,False,predicted_previous_year,5.142003499305381,-61.72206786874983
borough_30__age_2__activity_0,30,2,16-24,0,inactive,0.0631274230961532,True,borough_age_activity,11,3,0.08907149740807886,0,8,30,16-24__inactive,Gradient Boosting,0.08907149740807886,0.08907149740807886,False,predicted_previous_year,8.907149740807887,2.5944074311925664
borough_30__age_2__activity_1,30,2,16-24,1,fairly_active,0.0438405954759797,True,borough_age_activity,11,3,0.0745735571999926,0,8,30,16-24__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,3.07329617240129
borough_30__age_2__activity_2,30,2,16-24,2,active,0.1551827804766616,True,borough_age_activity,11,3,0.1647410609319367,0,8,30,16-24__active,Gradient Boosting,0.1647410609319367,0.1647410609319367,False,predicted_previous_year,16.47410609319367,0.9558280455275098
borough_30__age_3__activity_0,30,3,25-34,0,inactive,0.1846357294971039,True,borough_age_activity,11,3,0.0745735571999926,0,8,30,25-34__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-11.006217229711131
borough_30__age_3__activity_1,30,3,25-34,1,fairly_active,0.1405946155774975,True,borough_age_activity,11,3,0.0745735571999926,0,8,30,25-34__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-6.602105837750489
borough_30__age_3__activity_2,30,3,25-34,2,active,0.091480049320058,True,borough_age_activity,11,3,0.10402927597486862,0,8,30,25-34__active,Gradient Boosting,0.10402927597486862,0.10402927597486862,False,predicted_previous_year,10.402927597486862,1.254922665481062
borough_30__age_4__activity_0,30,4,35-44,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,30,35-44__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_30__age_4__activity_1,30,4,35-44,1,fairly_active,0.1592914177046419,True,borough_age_activity,11,3,0.0745735571999926,0,8,30,35-44__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-8.471786050464928
borough_30__age_4__activity_2,30,4,35-44,2,active,0.0413285214084218,True,borough_age_activity,11,3,0.11915693657198588,0,8,30,35-44__active,Gradient Boosting,0.11915693657198588,0.11915693657198588,False,predicted_previous_year,11.915693657198588,7.782841516356408
borough_30__age_5__activity_0,30,5,45-54,0,inactive,0.0,True,borough_age_activity,11,3,0.06927527828808526,0,8,30,45-54__inactive,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,7.457355719999261
borough_30__age_5__activity_1,30,5,45-54,1,fairly_active,0.1081737842167123,True,borough_age_activity,11,3,0.0745735571999926,0,8,30,45-54__fairly_active,Gradient Boosting,0.0745735571999926,0.0745735571999926,False,predicted_previous_year,7.457355719999261,-3.3600227016719693
borough_30__age_5__activity_2,30,5,45-54,2,active,0.0576457393973228,True,borough_age_activity,11,3,0.14724440865104468,0,8,30,45-54__active,Gradient Boosting,0.14724440865104468,0.14724440865104468,False,predicted_previous_year,14.724440865104468,8.959866925372188
