LA_2023,disability_group,activity,predicted_participation
9,disty4,GARD_B08,0.500590794912683
9,disty5,ACTTRAV_C03,0.7107770128503604
9,disty6,ACTTRAV_C03,0.5772405089835903
9,disty7,ACTTRAV_C03,0.597006558802857
9,disty8,ACTTRAV_C03,0.6133454581710546
9,disty9,WALKTRAV_B02,0.528305587926798
9,limiting_disability,ACTTRAV_C03,0.6118807005485143
9,no_disability,ACTTRAV_C03,0.6386312841799384
9,non_limiting_disability,ACTTRAV_C03,0.6475834577940693
91,disty1,WALKTRAV_B02,0.5009927301198972
91,disty10,ACTTRAV_C03,0.6274119625594163
91,disty11,ACTTRAV_C03,0.49970876084951354
91,disty12,ACTTRAV_C03,0.6182045631282287
91,disty13,WALKTRAV_B02,0.5570053355354339
91,disty2,GARD_B08,0.49243599261625687
91,disty3,GARD_B08,0.46511324439307106
91,disty4,ACTTRAV_C03,0.5170846841336922
91,disty5,ACTTRAV_C03,0.645039290843888
91,disty6,ACTTRAV_C03,0.6105836840841052
91,disty7,ACTTRAV_C03,0.5954923306304046
91,disty8,ACTTRAV_C03,0.5688037860308499
91,disty9,GARD_B08,0.43553800090927874
91,limiting_disability,WALKTRAV_B02,0.5533051486566509
91,no_disability,WALKTRAV_B02,0.6339604269725757
91,non_limiting_disability,WALKTRAV_B02,0.5758490163917104
