year,LA_2023,age_group_code,age_group,active_minus_inactive_pp,active_minus_inactive_lower_90_pp,active_minus_inactive_upper_90_pp,fairly_active_minus_inactive_pp,fairly_active_minus_inactive_lower_90_pp,fairly_active_minus_inactive_upper_90_pp
10,171,2,16-24,7.432520956979991,-10.599256604909897,27.052995562553406,-0.07947222997864434,-22.904407009482384,33.37720468640325
10,171,3,25-34,2.4101280804071963,-14.306567311286924,20.001448094844815,0.0,-20.216982439160347,25.994594395160654
10,171,4,35-44,4.3175914676307245,-11.394170708954334,21.570088565349575,0.0,-20.04775956273079,25.05267411470412
10,171,5,45-54,6.786808251063717,-22.06682875752449,26.47626921534535,0.0,-30.737881660461426,40.54617151617996
10,171,6,55-64,4.61514070133682,-26.222635209560398,35.43250754475593,0.0,-33.073327243328094,36.51451066136355
10,171,7,65-74,6.0933591432141725,-31.11205101013183,49.82889682054516,0.7523347963331761,-38.60109478235245,46.34521573781948
10,171,8,75-84,3.0010152336391203,-36.98200806975365,44.39728960394859,-0.5578543732231073,-41.04233771562576,35.6654182076454
10,171,9,85+,1.102037728548573,-33.47822159528732,36.96323022246346,0.33969743314291173,-34.804151356220245,29.197486340999586
10,17,2,16-24,7.432520956979991,-27.306664586067196,42.44454562664031,-0.07947222997864434,-41.130877733230584,39.077230095863335
10,17,3,25-34,2.4101280804071963,-19.807697683572766,23.493180051445947,0.0,-28.298465460538864,35.069591552019084
10,17,4,35-44,4.3175914676307245,-11.89926065504551,19.85337443649769,0.0,-19.499534592032433,26.5938265621662
10,17,5,45-54,6.786808251063717,-20.511303395032883,26.23619154095649,0.0,-32.27064713835716,35.28296560049056
10,17,6,55-64,4.61514070133682,-27.134396582841873,24.53171513974666,0.0,-34.104842990636826,31.206581145524865
10,17,7,65-74,6.392871250355464,-18.368768617510796,27.71454766392707,1.0518469034744682,-27.780069708824158,37.78675884008404
10,17,8,75-84,3.0010152336391203,-31.777592301368713,35.14737397432325,-0.5578543732231073,-43.81461337208748,38.49487528204914
10,17,9,85+,1.102037728548573,-40.76870858669281,40.74859619140625,0.33969743314291173,-39.65830981731415,45.992322713136666
10,196,2,16-24,7.432520956979991,-22.091412097215652,27.286690622568127,-0.07947222997864434,-33.0951489508152,36.61402359604835
10,196,3,25-34,2.4101280804071963,-15.071149468421934,20.049570873379707,0.0,-18.42642568051815,27.72951826453207
10,196,4,35-44,4.3175914676307245,-11.889058388769627,20.97172088921069,0.0,-19.25383023917675,25.39912953972816
10,196,5,45-54,6.786808251063717,-10.188293606042862,24.892818778753277,0.0,-20.308385267853737,37.443761527538264
10,196,6,55-64,4.61514070133682,-21.975345760583878,24.336923807859417,0.0,-33.41934934258461,38.63395810127256
10,196,7,65-74,6.0933591432141725,-19.752058535814285,28.997722566127777,0.7523347963331761,-30.270644575357437,36.513540148735046
10,196,8,75-84,3.0010152336391203,-36.659084260463715,45.119137465953784,-0.5578543732231073,-42.2111664712429,41.75412505865084
10,196,9,85+,1.102037728548573,-31.815688163042065,42.463901042938225,0.33969743314291173,-34.51713517308235,40.22166982293129
10,201,2,16-24,7.432520956979991,-38.46660703420638,41.085641682147966,-0.07947222997864434,-53.04231613874435,42.29818686842917
10,201,3,25-34,2.4101280804071963,-33.63276034593582,25.07837802171703,0.0,-41.52935445308685,39.34722259640691
10,201,4,35-44,4.3175914676307245,-18.524121046066284,24.075160026550265,0.0,-32.26660132408142,35.53694590926166
10,201,5,45-54,6.786808251063717,-27.751578092575073,26.98813930153846,0.0,-40.95432460308075,41.060118228197005
10,201,6,55-64,4.61514070133682,-36.67233556509018,27.145893126726133,0.0,-46.33398294448852,40.57468548417091
10,201,7,65-74,6.392871250355461,-20.479017198085785,28.194922953844063,1.0518469034744682,-30.73454201221466,44.33958709239958
10,201,8,75-84,3.0010152336391203,-27.94674977660179,25.287172943353625,-0.7999946730870733,-32.3261433839798,45.43847918510432
10,201,9,85+,1.1020377285485736,-37.64948546886444,41.544196456670704,0.33969743314291245,-39.200073927640915,29.014629125595093
10,241,2,16-24,7.432520956979991,-19.01165872812271,29.166807234287255,-0.07947222997864434,-33.3061757683754,36.804143786430345
10,241,3,25-34,2.4101280804071963,-22.876377627253532,20.260618254542337,0.0,-34.14033800363541,37.23119780421257
10,241,4,35-44,4.3175914676307245,-21.32405035197735,22.762380465865135,0.0,-30.667485743761063,43.84146600961668
10,241,5,45-54,6.786808251063717,-23.960276767611504,26.181213557720177,0.0,-34.218748062849045,31.89621105790127
10,241,6,55-64,4.61514070133682,-22.286144718527794,24.75911274552344,0.0,-32.11026772856712,38.327871710062006
10,241,7,65-74,6.0933591432141725,-22.629481256008148,27.899582386016835,0.7523347963331761,-36.82677686214447,46.48586615920064
10,241,8,75-84,3.0010152336391203,-34.410130083560944,44.80420842766761,-0.5578543732231073,-40.16187131404877,41.70575410127636
10,241,9,85+,1.102037728548573,-34.145099967718124,32.347659170627594,0.33969743314291173,-32.95474022626876,42.32498139142989
10,255,2,16-24,7.432520956979991,-29.46828305721283,29.10922527313232,-0.07947222997864434,-41.737355440855026,42.44675070047378
10,255,3,25-34,2.4101280804071963,-26.201495230197906,21.534841954708092,0.0,-33.45111578702926,39.921991229057305
10,255,4,35-44,4.3175914676307245,-12.476590797305107,24.063196927309036,0.0,-22.324335500597954,25.29382944107053
10,255,5,45-54,6.786808251063717,-18.776370435953137,25.63871085643767,0.0,-32.957760989665985,34.456416964530945
10,255,6,55-64,4.61514070133682,-21.556143909692764,25.93391060829161,0.0,-31.50226414203644,41.306041032075846
10,255,7,65-74,6.0933591432141725,-18.279426768422127,26.271080374717698,0.7523347963331761,-29.607326239347458,42.41674482822417
10,255,8,75-84,3.0010152336391203,-38.687059581279755,36.418060213327394,-0.5578543732231073,-45.66838681697845,36.52918696403503
10,255,9,85+,1.102037728548573,-50.207149386405945,40.69013848900795,0.33969743314291173,-50.03285735845565,40.8120413124561
10,272,2,16-24,6.5948066044092455,-20.47353476285934,27.8877517580986,-0.07947222997864434,-33.37088033556938,39.971519112586954
10,272,3,25-34,2.4978439290003664,-13.903841003775597,18.916965350508665,0.0,-20.285732820630074,26.14435136318205
10,272,4,35-44,3.955126605261788,-11.423136256635189,20.493773669004433,0.0,-20.711206197738647,29.358606189489358
10,272,5,45-54,6.424343388694781,-16.71937845647335,26.679358780384057,0.0,-32.12861314415932,46.97124555706967
10,272,6,55-64,4.2526758389678845,-35.17251014709473,36.00481525063512,0.0,-45.59321507811546,40.70725321769713
10,272,7,65-74,5.730894280845229,-33.15868318080902,51.69538378715508,0.7523347963331761,-38.21439445018768,52.16327518224714
10,272,8,75-84,2.887659556482236,-34.262544363737106,44.680120646953576,-0.5578543732231038,-39.58740249276161,47.43520841002463
10,272,9,85+,1.1020377285485716,-40.50120636820793,41.845377683639356,0.41951481498407883,-43.582066893577576,25.93499958515167
10,279,2,16-24,7.432520956979991,-20.389553457498547,26.529532521963105,-0.07947222997864434,-32.04446077346802,37.44700834155073
10,279,3,25-34,2.4101280804071963,-24.74379912018776,20.84576494991779,0.0,-32.36064374446869,26.55185356736182
10,279,4,35-44,4.3175914676307245,-10.795655213296413,22.779396623373028,0.0,-19.845470935106277,28.53316262364387
10,279,5,45-54,6.786808251063717,-20.985364764928814,28.199815750122063,0.0,-30.959873795509342,42.76577949523915
10,279,6,55-64,4.61514070133682,-19.575983881950375,24.791003167629235,0.0,-31.37205526232719,42.640840709209435
10,279,7,65-74,6.392871250355464,-30.80986961722374,38.073449134826646,1.0518469034744682,-39.64060425758362,41.48412644863129
10,279,8,75-84,3.0010152336391203,-31.682431101799008,51.193144321441586,-0.5578543732231073,-40.047970712184906,39.89896297454833
10,279,9,85+,1.102037728548573,-39.2486347258091,42.14961454272269,0.33969743314291173,-38.969299644231796,40.256238728761645
10,280,2,16-24,7.432520956979991,-27.073577642440792,29.904367476701733,-0.07947222997864434,-42.6153838634491,46.11447259783742
10,280,3,25-34,2.4101280804071963,-24.04313012957573,22.169418856501572,0.0,-27.624575644731518,28.586294203996655
10,280,4,35-44,4.3175914676307245,-17.179660126566887,22.390483319759348,0.0,-29.026112556457516,38.42126756906508
10,280,5,45-54,6.786808251063717,-32.601947635412216,26.926170140504812,0.0,-44.36467796564102,42.684505432844084
10,280,6,55-64,4.61514070133682,-29.710436910390854,26.592258363962173,0.0,-38.483122140169144,42.852461338043206
10,280,7,65-74,6.0933591432141725,-30.617716908454895,28.859558850526806,0.7523347963331761,-41.23597800731659,40.749942809343324
10,280,8,75-84,3.0010152336391203,-36.35264277458191,44.769585132598856,-0.5578543732231073,-41.83297172188759,28.356569558381917
10,280,9,85+,1.102037728548573,-37.20224067568778,44.064215719699725,0.33969743314291173,-34.141259491443634,29.555181711912155
10,293,2,16-24,7.250682100322395,-21.393469423055645,27.597744315862638,-0.26131108663623864,-33.45877692103386,45.78934565186499
10,293,3,25-34,2.4101280804071963,-22.83820807933807,21.442198157310447,0.0,-32.06488341093063,26.06260001659389
10,293,4,35-44,4.632141439363862,-20.90535312891006,24.660577923059428,0.0,-29.00888502597808,30.76866701245305
10,293,5,45-54,6.786808251063715,-32.34904855489731,27.991237789392443,0.0,-40.027015060186386,42.07438349723815
10,293,6,55-64,4.61514070133682,-23.5989423841238,25.929773151874517,0.0,-32.4527607858181,35.51581993699072
10,293,7,65-74,6.093359143214162,-21.68878085911274,26.282876729965192,0.7523347963331727,-31.180851012468334,37.824679166078504
10,293,8,75-84,3.001015233639119,-25.71809470653534,43.20363789796823,-0.5578543732231073,-31.31163716316223,39.59988534450528
10,293,9,85+,1.1979490019187147,-39.97437343001366,39.67807635664938,0.33969743314291523,-42.022975236177444,38.86479139328001
10,30,2,16-24,7.432520956979991,-21.240445971488953,28.333748728036873,-0.07947222997864434,-33.28343227505684,41.933293640613435
10,30,3,25-34,2.4101280804071963,-15.969423353672028,19.929821118712425,0.0,-21.02798357605934,24.920551329851147
10,30,4,35-44,4.3175914676307245,-14.255362823605536,22.736397907137867,0.0,-20.014779269695282,27.86624193191527
10,30,5,45-54,6.786808251063717,-11.227289363741875,26.808439642190923,0.0,-21.639975905418396,31.212951838970117
10,30,6,55-64,4.61514070133682,-24.718020409345627,24.611789137125015,0.0,-33.51269066333771,37.22233712673186
10,30,7,65-74,6.0933591432141725,-17.342824339866635,27.33861088752743,0.7523347963331761,-29.43680346012115,39.191266745328896
10,30,8,75-84,3.0010152336391203,-40.059724897146225,46.023853868246064,-0.5578543732231073,-42.46586129069328,40.34246549010269
10,30,9,85+,1.102037728548573,-41.85189232230185,40.80751433968541,0.33969743314291173,-43.41829106211662,36.319840848445885
10,35,2,16-24,7.527065711045411,-27.95238927006721,41.4620965719223,0.015072524086776062,-37.684846222400665,47.18555450439452
10,35,3,25-34,2.4101280804071963,-37.061242163181305,22.81403198838234,0.0,-39.81826826930046,37.00147390365595
10,35,4,35-44,4.3175914676307245,-21.493216603994362,22.396114096045487,0.0,-28.634792417287823,27.595788240432707
10,35,5,45-54,6.786808251063717,-14.466826915740965,26.72047734260557,0.0,-33.03718015551567,43.85895580053327
10,35,6,55-64,4.61514070133682,-24.326484203338623,25.525720119476308,0.0,-32.26089030504227,34.37009349465365
10,35,7,65-74,6.392871250355464,-23.916643410921097,26.167691648006432,1.0518469034744682,-33.592941612005234,44.50425460934639
10,35,8,75-84,3.0010152336391203,-32.77677863836288,26.193302869796725,-0.5578543732231073,-44.816129803657525,40.18542498350139
10,35,9,85+,1.1020377285485736,-38.74000772833824,36.9550323486328,0.33969743314291245,-41.14212021231651,39.390717893838875
10,44,2,16-24,7.432520956979991,-21.016508266329765,26.99536025524139,-0.07947222997864434,-32.46299967169761,37.36035257577895
10,44,3,25-34,2.4101280804071963,-21.660865917801857,20.2266501635313,0.0,-27.99613237380981,29.49154987931251
10,44,4,35-44,4.3175914676307245,-23.908879980444908,25.119687318801876,0.0,-31.4915169775486,33.27927023172373
10,44,5,45-54,6.786808251063717,-21.386741399765015,26.651848405599566,0.0,-31.6939577460289,40.095734149217606
10,44,6,55-64,4.61514070133682,-22.07879237830639,24.984975904226303,0.0,-32.136757373809814,40.65409302711485
10,44,7,65-74,6.392871250355464,-28.425987660884854,28.233993947505947,1.0518469034744682,-37.850668728351586,39.49195444583889
10,44,8,75-84,3.0010152336391203,-38.23966309428215,30.507478713989233,-0.5578543732231073,-46.183966398239136,42.69948005676267
10,44,9,85+,1.102037728548573,-48.58117327094078,43.39321255683899,0.33969743314291173,-48.24019640684128,41.36326014995575
10,68,2,16-24,7.432520956979991,-18.541205450892445,28.759309053421024,-0.07947222997864434,-31.37633129954338,37.8131882846355
10,68,3,25-34,2.4101280804071963,-24.495812058448788,21.197794377803774,0.0,-31.248060315847393,35.96229970455164
10,68,4,35-44,4.3175914676307245,-14.681026488542557,22.95712299644947,0.0,-19.091860726475716,24.811929911375024
10,68,5,45-54,6.786808251063717,-17.903296053409573,27.30553552508353,0.0,-30.843848437070847,43.38677689433087
10,68,6,55-64,4.61514070133682,-30.396209359169003,25.060128420591347,0.0,-39.37348023056983,43.389264643192156
10,68,7,65-74,6.392871250355464,-22.517642006278038,28.018617033958428,1.0518469034744682,-28.925936669111252,35.901776403188585
10,68,8,75-84,3.0010152336391203,-38.76257210969925,49.23290342092514,-0.5578543732231073,-43.77514645457268,40.504950881004206
10,68,9,85+,1.102037728548573,-41.04162260890007,42.38339781761165,0.33969743314291173,-42.63467535376549,46.88721030950536
10,78,2,16-24,7.432520956979991,-20.79275369644165,26.72434747219083,-0.07947222997864434,-33.148524314165115,39.52912464737891
10,78,3,25-34,2.4101280804071963,-25.967555642127987,21.57260000705719,0.0,-32.71917924284935,37.85706847906105
10,78,4,35-44,4.3175914676307245,-21.33845955133438,24.11923982203006,0.0,-25.559985637664795,29.732843935489633
10,78,5,45-54,6.786808251063717,-10.272448956966398,24.830915555357908,0.0,-19.439191296696663,24.906363189220396
10,78,6,55-64,4.61514070133682,-20.404863506555557,25.09597927331924,0.0,-33.03139507770538,38.868418186903
10,78,7,65-74,6.0933591432141725,-22.116163298487663,27.425230145454403,0.7523347963331761,-31.233358532190326,38.89448940753935
10,78,8,75-84,3.0010152336391203,-39.71081271767616,35.66024884581565,-0.5578543732231073,-43.02859157323837,42.555123716592675
10,78,9,85+,1.102037728548573,-38.59275966882706,43.89405682682991,0.33969743314291173,-39.90969970822334,40.13330683112144
10,8,2,16-24,7.4325209569799915,-11.362068504095078,25.405003130435922,-0.07947222997864434,-21.32207103073597,37.310862541198645
10,8,3,25-34,2.4101280804071963,-16.907845363020897,22.834329009056088,0.0,-21.479958817362785,27.280840724706636
10,8,4,35-44,4.3175914676307245,-14.269643872976303,22.621455714106553,0.0,-21.158523857593536,22.188969179987907
10,8,5,45-54,6.786808251063718,-10.70413801819086,24.31588850915432,0.0,-20.61894863843918,29.802820980548827
10,8,6,55-64,4.61514070133682,-22.345902919769284,24.846001118421533,0.0,-31.072180420160294,48.215108960866814
10,8,7,65-74,6.093359143214168,-32.30573460459709,38.4328693151474,0.7523347963331761,-40.14944836497307,41.83355093002318
10,8,8,75-84,3.0010152336391203,-36.15419328212738,45.259695351123774,-0.5578543732231052,-40.41244477033615,39.826031178236
10,8,9,85+,1.102037728548573,-42.879720330238335,42.975361049175184,0.3396974331429131,-42.596837133169174,37.037755548954
10,91,2,16-24,7.432520956979991,-20.337207466363907,26.001217514276497,-0.07947222997864434,-31.41001850366592,40.80882623791693
10,91,3,25-34,2.4101280804071963,-25.819006264209747,22.099115923047062,0.0,-34.231240302324295,28.917670547962164
10,91,4,35-44,4.3175914676307245,-13.781836181879042,21.596328914165497,0.0,-22.29744464159012,38.5504116117954
10,91,5,45-54,6.786808251063717,-8.653727285563944,24.73959200084209,0.0,-20.898587703704834,31.243017762899356
10,91,6,55-64,4.61514070133682,-23.419992476701736,23.498584702610955,0.0,-31.850821673870083,36.24064981937407
10,91,7,65-74,6.392871250355464,-18.60105648636818,26.05982095003125,1.0518469034744682,-26.179653555154797,42.046938389539704
10,91,8,75-84,3.0010152336391203,-39.82443988323212,48.66568818688389,-0.5578543732231073,-42.47774139046669,40.16883000731462
10,91,9,85+,1.102037728548573,-34.208852499723434,33.412130177021,0.33969743314291173,-33.52896183729172,37.70711436867714
10,9,2,16-24,7.432520956979991,-32.91823521256447,30.42507901787756,-0.07947222997864434,-47.570382803678505,41.812148243188815
10,9,3,25-34,2.4101280804071963,-26.395855098962784,23.802126422524438,0.0,-33.193848580121994,38.05584788322448
10,9,4,35-44,4.3175914676307245,-21.629643812775612,24.49207872152327,0.0,-34.1750930249691,40.420436263084355
10,9,5,45-54,6.786808251063717,-20.672972053289413,29.301974326372132,0.0,-30.204591900110245,36.10902175307273
10,9,6,55-64,4.61514070133682,-20.598691552877423,27.049054056406014,0.0,-33.65613579750061,40.02357855439184
10,9,7,65-74,6.0933591432141725,-38.405790477991104,27.932913005352017,0.7523347963331761,-42.075494825839996,38.29382166266437
10,9,8,75-84,3.0010152336391203,-31.31799817085266,35.96663996577263,-0.5578543732231073,-40.58321192860603,39.22213435173034
10,9,9,85+,1.102037728548573,-41.0342176258564,37.30409070849414,0.33969743314291173,-42.55049869418144,25.83486527204514
11,107,2,16-24,7.432520956979991,-17.601594626903534,27.982389479875554,-0.07947222997864434,-28.81000190973282,36.95022642612456
11,107,3,25-34,2.4101280804071963,-22.86903396248817,20.64629904925823,0.0,-30.470546931028363,29.09492656588552
11,107,4,35-44,4.3175914676307245,-11.55993290245533,22.409266307949988,0.0,-20.338750928640366,25.04074364900587
11,107,5,45-54,6.786808251063717,-18.1879735738039,28.812149614095667,0.0,-30.676103085279465,41.83286786079406
11,107,6,55-64,4.61514070133682,-21.777795851230618,25.357647389173483,0.0,-29.683917313814163,41.49668529629705
11,107,7,65-74,6.392871250355464,-26.402470320463177,28.497237563133236,1.0518469034744682,-39.880923330783844,42.772931456565836
11,107,8,75-84,3.0010152336391203,-37.59052366018295,44.95946913957595,-0.5578543732231073,-40.15925407409668,41.163744479417794
11,107,9,85+,1.102037728548573,-37.37104460597038,44.32970061898229,0.33969743314291173,-40.25615066289902,40.082030445337224
11,109,2,16-24,6.5052566103232765,-32.64451205730438,29.464057832956303,-0.07947222997864434,-44.77522537112236,42.38812029361724
11,109,3,25-34,1.4828637337504862,-22.181483209133145,21.451331302523595,0.0,-32.777632027864456,41.30800962448119
11,109,4,35-44,3.390327120974014,-23.36792185902595,22.39902473986149,0.0,-30.566752105951306,43.61176893115036
11,109,5,45-54,5.859543904407002,-30.6967507302761,28.833626359701153,0.0,-42.00851857662201,32.84836456179615
11,109,6,55-64,3.68787635468011,-24.40519593656063,22.990175038576123,0.0,-32.43961215019226,41.23422175645827
11,109,7,65-74,5.465606903698745,-19.062292650341988,25.305857062339772,1.0518469034744669,-29.948336631059647,34.97730910778038
11,109,8,75-84,1.8712961688942056,-35.99594056606292,47.47070029377937,-0.5578543732231052,-41.811257749795914,40.26895880699157
11,109,9,85+,0.7951380748074006,-38.191371113061905,25.529143363237377,0.03279777940173936,-41.01642921566963,39.11195650696752
11,112,2,16-24,7.432520956979991,-24.287273660302162,29.68184605240822,-0.07947222997864434,-38.43106359243393,39.12294045090675
11,112,3,25-34,2.4101280804071963,-25.821434259414673,22.567948400974245,0.0,-33.32455322146416,39.465938061475704
11,112,4,35-44,4.3175914676307245,-21.204170286655426,25.8496731519699,0.0,-34.204247891902924,42.34656199812887
11,112,5,45-54,6.872930311812694,-20.93621142208576,26.973132193088524,0.0,-31.822857856750485,43.94541501998898
11,112,6,55-64,4.61514070133682,-26.082908213138577,24.645910859107968,0.0,-32.28226736187935,35.241088122129405
11,112,7,65-74,6.392871250355464,-27.923321127891537,28.583601117134087,1.0518469034744682,-37.46850296854973,41.16785958409308
11,112,8,75-84,3.0010152336391203,-37.17036455869675,31.690729856491068,-0.5578543732231087,-42.74582594633102,40.3316985070705
11,112,9,85+,1.1020377285485736,-40.72519972920418,40.2424623072147,0.33969743314291245,-40.32946243882179,27.990832179784743
11,114,2,16-24,7.432520956979991,-17.24840514361858,26.653663516044617,-0.07947222997864434,-27.449430674314495,39.578361958265276
11,114,3,25-34,2.4101280804071963,-22.90617160499096,20.939841866493225,0.0,-32.44968399405479,38.354761153459506
11,114,4,35-44,4.3175914676307245,-17.01040744781494,24.32581305503845,0.0,-26.854906678199765,31.069020479917526
11,114,5,45-54,6.786808251063717,-20.693461820483208,25.949615240097035,0.0,-33.2250751554966,35.24766519665716
11,114,6,55-64,4.61514070133682,-31.073499470949166,27.27966606616973,0.0,-38.51636588573456,44.31016549468036
11,114,7,65-74,6.392871250355464,-20.697008594870567,26.57167911529541,1.0518469034744682,-31.195653527975082,35.88571354746818
11,114,8,75-84,3.0010152336391203,-35.17132490873337,39.810673594474785,-0.5578543732231073,-39.88900810480118,38.01892086863513
11,114,9,85+,1.102037728548573,-39.84826847910881,37.96803146600723,0.33969743314291173,-42.21569538116455,41.582179218530655
11,117,2,16-24,7.432520956979991,-23.687325343489647,30.76860576868055,-0.07947222997864434,-38.29161509871483,40.70806160569191
11,117,3,25-34,2.4101280804071963,-25.238759219646457,23.208496719598763,0.0,-32.229357957839966,40.112175941467214
11,117,4,35-44,4.3175914676307245,-11.270196847617626,21.96944832801819,0.0,-20.394512116909027,30.38406357169151
11,117,5,45-54,6.786808251063717,-10.563948452472687,25.55702447891234,0.0,-22.35891304910183,37.56776779890059
11,117,6,55-64,4.61514070133682,-22.735618576407433,25.06301715970035,0.0,-32.747316509485245,41.53953671455379
11,117,7,65-74,6.392871250355464,-20.851769372820854,25.911650657653794,1.0518469034744682,-31.476100385189053,37.26138398051262
11,117,8,75-84,3.0010152336391203,-36.069388389587395,33.63802164793014,-0.5578543732231073,-41.98613107204437,43.244300633668885
11,117,9,85+,1.102037728548573,-36.17284297943115,42.468075901269906,0.33969743314291173,-36.423731297254555,36.295566409826215
11,122,2,16-24,7.432520956979991,-30.91609418392181,29.97788712382316,-0.07947222997864434,-40.84263101220131,44.687281996011656
11,122,3,25-34,2.4101280804071963,-16.14452973008156,20.013540238142014,0.0,-22.52917192876339,34.47705611586571
11,122,4,35-44,4.3175914676307245,-23.563826680183407,23.932801261544217,0.0,-29.541312307119366,42.85102277994156
11,122,5,45-54,6.786808251063717,-25.052620172500607,27.827843427658074,0.0,-39.64639022946358,41.60154685378074
11,122,6,55-64,4.61514070133682,-20.39146527647972,25.467417687177658,0.0,-31.730601340532306,39.33899968862533
11,122,7,65-74,6.392871250355464,-20.249919071793556,27.896695286035527,1.0518469034744682,-31.90122365951538,42.93288379907601
11,122,8,75-84,3.0010152336391203,-37.31679558753967,35.335104614496224,-0.5578543732231073,-42.2945673763752,43.915997594594856
11,122,9,85+,1.102037728548573,-35.741096585989,42.39735588431358,0.33969743314291173,-33.69122147560119,42.58895158767697
11,126,2,16-24,7.432520956979991,-28.94682481884956,29.268492162227616,-0.07947222997864434,-39.898616671562195,46.877031922340336
11,126,3,25-34,2.4101280804071963,-17.43290439248085,19.116736799478513,0.0,-23.718917071819305,38.62751603126522
11,126,4,35-44,4.3175914676307245,-11.113085001707077,20.590345114469518,0.0,-20.469273030757904,27.375288754701604
11,126,5,45-54,6.786808251063717,-18.680288568139076,27.011625766754143,0.0,-26.157175153493878,29.595266431570018
11,126,6,55-64,4.61514070133682,-20.932447463274002,24.62800040841102,0.0,-31.066548675298687,44.37456533312789
11,126,7,65-74,6.392871250355464,-20.423601865768433,27.063444554805756,1.0518469034744682,-29.624741077423096,39.76424425840373
11,126,8,75-84,3.0010152336391203,-35.29875084757805,36.160906106233575,-0.5578543732231073,-40.60728907585144,41.409068256616585
11,126,9,85+,1.102037728548573,-39.6558053791523,43.82294848561285,0.33969743314291173,-39.71051588654518,39.29199814796447
11,129,2,16-24,7.432520956979991,-22.089117169380188,27.552544325590123,-0.07947222997864434,-33.70652884244919,37.910263389348906
11,129,3,25-34,2.4101280804071963,-22.97383442521095,20.526773929595944,0.0,-32.07457333803177,42.39728778600691
11,129,4,35-44,4.3175914676307245,-11.851469278335571,21.825624555349346,0.0,-20.050791800022125,26.387948691844937
11,129,5,45-54,6.786808251063717,-10.962737053632733,25.183749198913556,0.0,-21.134216114878654,42.02557459473607
11,129,6,55-64,4.61514070133682,-22.915065437555313,23.571342155337316,0.0,-32.41541460156441,42.53920704126355
11,129,7,65-74,6.392871250355464,-18.624758049845695,26.16679638624189,1.0518469034744682,-28.36654722690582,40.1475194096565
11,129,8,75-84,3.0010152336391203,-41.464150547981255,57.281460464000645,-0.5578543732231073,-42.08424523472786,48.372877836227374
11,129,9,85+,1.102037728548573,-39.69995692372322,42.15127617120742,0.33969743314291173,-41.72748193144798,40.00761866569518
11,135,2,16-24,7.323755291178662,-37.04014182090759,28.597392588853833,-0.07947222997864434,-48.187861889600754,46.41088902950287
11,135,3,25-34,2.4101280804071963,-20.402818247675896,21.70255012810228,0.0,-29.59533154964447,45.64361914992328
11,135,4,35-44,4.3175914676307245,-21.770847812294956,24.486180916428566,0.0,-30.462868809700012,27.752705365419384
11,135,5,45-54,6.6780425852623875,-22.02622160315513,28.294247835874557,0.0,-34.73762780427933,39.3480211496353
11,135,6,55-64,4.61514070133682,-23.935602381825447,26.150821894407272,0.0,-32.41784796118736,43.266340494155784
11,135,7,65-74,5.874203285877462,-28.050161451101303,27.417003512382504,0.7523347963331761,-41.60189852118492,50.077243149280505
11,135,8,75-84,3.0010152336391203,-32.90455222129822,41.184078902006135,-0.5578543732231038,-36.72315895557403,38.39483097195623
11,135,9,85+,1.1020377285485736,-44.14082571864128,45.39833307266217,0.3396974331429131,-40.823176354169846,40.95653146505353
11,136,2,16-24,7.432520956979991,-29.76661413908004,28.240354359149933,-0.07947222997864434,-42.89463460445404,42.640886306762624
11,136,3,25-34,2.4101280804071963,-25.34537136554718,20.696251988410943,0.0,-33.04626777768135,32.34895572066299
11,136,4,35-44,4.3175914676307245,-23.39070588350296,25.39937645196914,0.0,-29.058660417795178,30.435601621866216
11,136,5,45-54,6.786808251063717,-19.027579054236412,26.376442760229107,0.0,-32.097070664167404,36.13835558295237
11,136,6,55-64,4.61514070133682,-19.203539118170738,26.265463382005677,0.0,-28.480337411165234,38.9355845749378
11,136,7,65-74,6.392871250355464,-18.355607241392136,25.636996030807495,1.0518469034744682,-30.43184265494346,35.381915420293794
11,136,8,75-84,3.0010152336391203,-33.38976010680199,37.69506499171257,-0.5578543732231073,-39.17218714952469,40.69152519106864
11,136,9,85+,1.102037728548573,-40.343166291713715,38.731476515531504,0.33969743314291173,-44.58859130740166,40.33783674240112
11,139,2,16-24,7.432520956979991,-23.144729882478714,29.258798062801354,-0.07947222997864434,-38.022135943174355,42.81208530068393
11,139,3,25-34,2.4101280804071963,-33.57371196150779,24.865538626909252,0.0,-40.42659774422645,38.59244123101233
11,139,4,35-44,4.3175914676307245,-21.60756506025791,24.0043893456459,0.0,-26.01014539599419,30.262679606676095
11,139,5,45-54,6.786808251063717,-17.099597677588463,26.184722334146482,0.0,-27.071202397346493,41.38208195567131
11,139,6,55-64,4.61514070133682,-41.942259669303894,24.308634027838696,0.0,-42.15172320604324,40.51729023456569
11,139,7,65-74,6.392871250355464,-22.288959622383114,27.884304523468018,1.0518469034744682,-29.69052717089653,41.49614989757537
11,139,8,75-84,3.0010152336391203,-31.027657091617577,35.45631662011145,-0.5578543732231073,-40.875785499811165,40.66551178693765
11,139,9,85+,1.102037728548573,-46.37121796607971,40.04611372947693,0.33969743314291173,-43.4805965423584,36.10473886132238
11,142,2,16-24,7.432520956979991,-18.20290371775627,28.38610365986824,-0.07947222997864434,-27.279500365257263,49.46512490510939
11,142,3,25-34,2.4101280804071963,-22.10989184677601,20.560413524508473,0.0,-32.385511100292206,39.38358306884762
11,142,4,35-44,4.3175914676307245,-22.765159383416176,21.59526474773882,0.0,-28.251812160015106,27.235812097787836
