series_id,LA_2023,age_group_code,age_group,activity_level_3cat,activity_level_3cat_label,year8_observed_rate,historical_observed_years,historical_effective_n_median,historical_small_cell_share,initial_year8_lag_observed,historical_reliability_band,year,forecast_horizon,frequent_volunteer_rate_lag1,lag_1_missing,time_trend,borough_category,age_activity_group,raw_predicted_rate,predicted_rate,was_clipped,lag_source,model
borough_241__age_8__activity_0,241,8,75-84,0,inactive,0.0,6,1.6574597112824159,1.0,True,below_5,14,6,0.08825152037966555,0,11,241,75-84__inactive,0.08825152037966555,0.08825152037966555,False,predicted_previous_year,Random Forest
borough_241__age_8__activity_1,241,8,75-84,1,fairly_active,,2,1.0,1.0,False,below_5,14,6,0.08861362942943668,0,11,241,75-84__fairly_active,0.08861362942943668,0.08861362942943668,False,predicted_previous_year,Random Forest
borough_241__age_8__activity_2,241,8,75-84,2,active,0.1275344078363761,6,3.024526803257236,1.0,True,below_5,14,6,0.1280071557118113,0,11,241,75-84__active,0.12800715571181132,0.12800715571181132,False,predicted_previous_year,Random Forest
borough_241__age_9__activity_0,241,9,85+,0,inactive,0.0,3,1.0,1.0,True,below_5,14,6,0.09613331424306601,0,11,241,85+__inactive,0.09613331424306602,0.09613331424306602,False,predicted_previous_year,Random Forest
borough_241__age_9__activity_1,241,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,14,6,0.09474207164667843,0,11,241,85+__fairly_active,0.09485290269492243,0.09485290269492243,False,predicted_previous_year,Random Forest
borough_241__age_9__activity_2,241,9,85+,2,active,,0,,,False,unknown,14,6,0.09913222777391105,0,11,241,85+__active,0.09913222777391108,0.09913222777391108,False,predicted_previous_year,Random Forest
borough_255__age_2__activity_0,255,2,16-24,0,inactive,0.0,5,2.6811255489714068,1.0,True,below_5,14,6,0.10535320320228583,0,11,255,16-24__inactive,0.10535320320228583,0.10535320320228583,False,predicted_previous_year,Random Forest
borough_255__age_2__activity_1,255,2,16-24,1,fairly_active,0.0,6,1.9066968704088523,1.0,True,below_5,14,6,0.10490255390107775,0,11,255,16-24__fairly_active,0.10490255390107775,0.10490255390107775,False,predicted_previous_year,Random Forest
borough_255__age_2__activity_2,255,2,16-24,2,active,0.1511653378314726,6,11.088432929312944,1.0,True,10_to_below_30,14,6,0.1676531444805211,0,11,255,16-24__active,0.16765314448052113,0.16765314448052113,False,predicted_previous_year,Random Forest
borough_255__age_3__activity_0,255,3,25-34,0,inactive,0.0858144725325214,6,5.792335967684872,1.0,True,5_to_below_10,14,6,0.07946336885116656,0,11,255,25-34__inactive,0.07946336885116656,0.07946336885116656,False,predicted_previous_year,Random Forest
borough_255__age_3__activity_1,255,3,25-34,1,fairly_active,0.1013761790906197,5,4.816254772144083,1.0,True,below_5,14,6,0.09584277011544229,0,11,255,25-34__fairly_active,0.09584277011544229,0.09584277011544229,False,predicted_previous_year,Random Forest
borough_255__age_3__activity_2,255,3,25-34,2,active,0.1894816114783838,6,22.60701680141386,0.3333333333333333,True,10_to_below_30,14,6,0.10852293639004991,0,11,255,25-34__active,0.10852293639004991,0.10852293639004991,False,predicted_previous_year,Random Forest
borough_255__age_4__activity_0,255,4,35-44,0,inactive,0.0,6,11.06541475686558,1.0,True,10_to_below_30,14,6,0.07766739076537826,0,11,255,35-44__inactive,0.07766739076537826,0.07766739076537826,False,predicted_previous_year,Random Forest
borough_255__age_4__activity_1,255,4,35-44,1,fairly_active,0.0514945344720538,6,7.201815346272114,1.0,True,5_to_below_10,14,6,0.08576526817254308,0,11,255,35-44__fairly_active,0.08576526817254307,0.08576526817254307,False,predicted_previous_year,Random Forest
borough_255__age_4__activity_2,255,4,35-44,2,active,0.0466146668075754,6,35.58899202734729,0.0,True,30_or_above,14,6,0.12026027184557947,0,11,255,35-44__active,0.12026027184557948,0.12026027184557948,False,predicted_previous_year,Random Forest
borough_255__age_5__activity_0,255,5,45-54,0,inactive,0.3646930836546883,6,5.105761130672448,1.0,True,5_to_below_10,14,6,0.0856377523438549,0,11,255,45-54__inactive,0.08563775234385491,0.08563775234385491,False,predicted_previous_year,Random Forest
borough_255__age_5__activity_1,255,5,45-54,1,fairly_active,0.0,6,3.8772069339386475,1.0,True,below_5,14,6,0.08957308002084804,0,11,255,45-54__fairly_active,0.08957308002084806,0.08957308002084806,False,predicted_previous_year,Random Forest
borough_255__age_5__activity_2,255,5,45-54,2,active,0.1636151975069684,6,30.07670484811359,0.3333333333333333,True,30_or_above,14,6,0.1557112108605193,0,11,255,45-54__active,0.1557112108605193,0.1557112108605193,False,predicted_previous_year,Random Forest
borough_255__age_6__activity_0,255,6,55-64,0,inactive,0.0,6,6.007431628599299,1.0,True,5_to_below_10,14,6,0.0871358614210098,0,11,255,55-64__inactive,0.0871358614210098,0.0871358614210098,False,predicted_previous_year,Random Forest
borough_255__age_6__activity_1,255,6,55-64,1,fairly_active,0.0,6,3.1432309938260947,1.0,True,below_5,14,6,0.09546687221373365,0,11,255,55-64__fairly_active,0.09546687221373365,0.09546687221373365,False,predicted_previous_year,Random Forest
borough_255__age_6__activity_2,255,6,55-64,2,active,0.1239070116442937,6,21.046092658761726,0.3333333333333333,True,10_to_below_30,14,6,0.12582169175048658,0,11,255,55-64__active,0.12582169175048658,0.12582169175048658,False,predicted_previous_year,Random Forest
borough_255__age_7__activity_0,255,7,65-74,0,inactive,0.0,6,5.199711760139552,1.0,True,5_to_below_10,14,6,0.07371097133800798,0,11,255,65-74__inactive,0.07371097133800798,0.07371097133800798,False,predicted_previous_year,Random Forest
borough_255__age_7__activity_1,255,7,65-74,1,fairly_active,0.1731548789700757,5,2.729453313256402,1.0,True,below_5,14,6,0.09800383517381389,0,11,255,65-74__fairly_active,0.09800383517381389,0.09800383517381389,False,predicted_previous_year,Random Forest
borough_255__age_7__activity_2,255,7,65-74,2,active,0.1846539605278998,6,18.971414390143693,0.5,True,10_to_below_30,14,6,0.12871276576233567,0,11,255,65-74__active,0.1287127657623357,0.1287127657623357,False,predicted_previous_year,Random Forest
borough_255__age_8__activity_0,255,8,75-84,0,inactive,0.0,5,3.9582675521285657,1.0,True,below_5,14,6,0.08937793023097469,0,11,255,75-84__inactive,0.08937793023097469,0.08937793023097469,False,predicted_previous_year,Random Forest
borough_255__age_8__activity_1,255,8,75-84,1,fairly_active,0.0,5,1.0,1.0,True,below_5,14,6,0.08919599974831993,0,11,255,75-84__fairly_active,0.08919599974831993,0.08919599974831993,False,predicted_previous_year,Random Forest
borough_255__age_8__activity_2,255,8,75-84,2,active,0.297501917659948,6,6.749855906079313,1.0,True,5_to_below_10,14,6,0.12864185978713955,0,11,255,75-84__active,0.12864185978713955,0.12864185978713955,False,predicted_previous_year,Random Forest
borough_255__age_9__activity_0,255,9,85+,0,inactive,0.0,5,1.9940750367972015,1.0,True,below_5,14,6,0.09712264315139076,0,11,255,85+__inactive,0.09712264315139077,0.09712264315139077,False,predicted_previous_year,Random Forest
borough_255__age_9__activity_1,255,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,14,6,0.09560870918371588,0,11,255,85+__fairly_active,0.09560870918371588,0.09560870918371588,False,predicted_previous_year,Random Forest
borough_255__age_9__activity_2,255,9,85+,2,active,,2,1.0,1.0,False,below_5,14,6,0.10006635317699185,0,11,255,85+__active,0.10006635317699188,0.10006635317699188,False,predicted_previous_year,Random Forest
borough_272__age_2__activity_0,272,2,16-24,0,inactive,0.0629836065831482,6,7.534373329388064,1.0,True,5_to_below_10,14,6,0.10254079709045373,0,11,272,16-24__inactive,0.10254079709045373,0.10254079709045373,False,predicted_previous_year,Random Forest
borough_272__age_2__activity_1,272,2,16-24,1,fairly_active,,5,3.604536356643578,1.0,False,below_5,14,6,0.10188905250764399,0,11,272,16-24__fairly_active,0.10188905250764399,0.10188905250764399,False,predicted_previous_year,Random Forest
borough_272__age_2__activity_2,272,2,16-24,2,active,0.0895418281799182,6,18.34843091834631,0.3333333333333333,True,10_to_below_30,14,6,0.1663738312885769,0,11,272,16-24__active,0.16637383128857697,0.16637383128857697,False,predicted_previous_year,Random Forest
borough_272__age_3__activity_0,272,3,25-34,0,inactive,0.0,6,14.821939616268072,0.8333333333333334,True,10_to_below_30,14,6,0.07751109849484053,0,11,272,25-34__inactive,0.07751109849484053,0.07751109849484053,False,predicted_previous_year,Random Forest
borough_272__age_3__activity_1,272,3,25-34,1,fairly_active,0.0,6,9.169495725655928,1.0,True,5_to_below_10,14,6,0.09255964332624872,0,11,272,25-34__fairly_active,0.09255964332624872,0.09255964332624872,False,predicted_previous_year,Random Forest
borough_272__age_3__activity_2,272,3,25-34,2,active,0.1515660528293771,6,70.61593746100165,0.0,True,30_or_above,14,6,0.10638927962525846,0,11,272,25-34__active,0.10638927962525845,0.10638927962525845,False,predicted_previous_year,Random Forest
borough_272__age_4__activity_0,272,4,35-44,0,inactive,0.1738413844146075,6,12.839972488262887,0.8333333333333334,True,10_to_below_30,14,6,0.07465022167564904,0,11,272,35-44__inactive,0.07465022167564904,0.07465022167564904,False,predicted_previous_year,Random Forest
borough_272__age_4__activity_1,272,4,35-44,1,fairly_active,0.0,6,6.903572540081441,1.0,True,5_to_below_10,14,6,0.08317846674652273,0,11,272,35-44__fairly_active,0.08335752212510408,0.08335752212510408,False,predicted_previous_year,Random Forest
borough_272__age_4__activity_2,272,4,35-44,2,active,0.1805731092518625,6,37.94173019690114,0.0,True,30_or_above,14,6,0.11844867118478469,0,11,272,35-44__active,0.11886238965578609,0.11886238965578609,False,predicted_previous_year,Random Forest
borough_272__age_5__activity_0,272,5,45-54,0,inactive,0.0,6,6.665491902032308,1.0,True,5_to_below_10,14,6,0.08291763333407674,0,11,272,45-54__inactive,0.08291763333407676,0.08291763333407676,False,predicted_previous_year,Random Forest
borough_272__age_5__activity_1,272,5,45-54,1,fairly_active,0.0,4,2.6155657141625523,1.0,True,below_5,14,6,0.0872106871533926,0,11,272,45-54__fairly_active,0.0872106871533926,0.0872106871533926,False,predicted_previous_year,Random Forest
borough_272__age_5__activity_2,272,5,45-54,2,active,0.2639938852628436,6,17.660781720737678,0.6666666666666666,True,10_to_below_30,14,6,0.15449409797450858,0,11,272,45-54__active,0.15449409797450858,0.15449409797450858,False,predicted_previous_year,Random Forest
borough_272__age_6__activity_0,272,6,55-64,0,inactive,0.0,6,3.563771067642562,1.0,True,below_5,14,6,0.08531671097974065,0,11,272,55-64__inactive,0.08531671097974067,0.08531671097974067,False,predicted_previous_year,Random Forest
borough_272__age_6__activity_1,272,6,55-64,1,fairly_active,0.0,6,1.750554947157799,1.0,True,below_5,14,6,0.09288256330397146,0,11,272,55-64__fairly_active,0.09288256330397146,0.09288256330397146,False,predicted_previous_year,Random Forest
borough_272__age_6__activity_2,272,6,55-64,2,active,0.1564186917060702,6,9.213786393975262,1.0,True,5_to_below_10,14,6,0.12417021512740944,0,11,272,55-64__active,0.12417021512740947,0.12417021512740947,False,predicted_previous_year,Random Forest
borough_272__age_7__activity_0,272,7,65-74,0,inactive,0.0,6,2.561551961589008,1.0,True,below_5,14,6,0.07212755678651567,0,11,272,65-74__inactive,0.07212755678651567,0.07212755678651567,False,predicted_previous_year,Random Forest
borough_272__age_7__activity_1,272,7,65-74,1,fairly_active,0.0,4,1.7204154808614642,1.0,True,below_5,14,6,0.09492062256914417,0,11,272,65-74__fairly_active,0.09492062256914417,0.09492062256914417,False,predicted_previous_year,Random Forest
borough_272__age_7__activity_2,272,7,65-74,2,active,0.1420629214126648,6,4.545760781904946,1.0,True,below_5,14,6,0.12710635238533521,0,11,272,65-74__active,0.12710635238533521,0.12710635238533521,False,predicted_previous_year,Random Forest
borough_272__age_8__activity_0,272,8,75-84,0,inactive,0.0,4,1.3143418587810682,1.0,True,below_5,14,6,0.08674191880353753,0,11,272,75-84__inactive,0.08674191880353752,0.08674191880353752,False,predicted_previous_year,Random Forest
borough_272__age_8__activity_1,272,8,75-84,1,fairly_active,0.0,2,1.0,1.0,True,below_5,14,6,0.08741341237153133,0,11,272,75-84__fairly_active,0.08741341237153133,0.08741341237153133,False,predicted_previous_year,Random Forest
borough_272__age_8__activity_2,272,8,75-84,2,active,0.0,4,1.7136769221598156,1.0,True,below_5,14,6,0.1266080790654173,0,11,272,75-84__active,0.1266080790654173,0.1266080790654173,False,predicted_previous_year,Random Forest
borough_272__age_9__activity_0,272,9,85+,0,inactive,0.0,3,1.8247168163255436,1.0,True,below_5,14,6,0.09467468735980007,0,11,272,85+__inactive,0.0946746873598001,0.0946746873598001,False,predicted_previous_year,Random Forest
borough_272__age_9__activity_1,272,9,85+,1,fairly_active,,0,,,False,unknown,14,6,0.09276859825162559,0,11,272,85+__fairly_active,0.09276859825162559,0.09276859825162559,False,predicted_previous_year,Random Forest
borough_272__age_9__activity_2,272,9,85+,2,active,0.0,1,2.0,1.0,True,below_5,14,6,0.09764058999923547,0,11,272,85+__active,0.09764058999923547,0.09764058999923547,False,predicted_previous_year,Random Forest
borough_279__age_2__activity_0,279,2,16-24,0,inactive,0.1574226722318306,5,6.907691771507533,1.0,True,5_to_below_10,14,6,0.10473006681274308,0,11,279,16-24__inactive,0.10473006681274308,0.10473006681274308,False,predicted_previous_year,Random Forest
borough_279__age_2__activity_1,279,2,16-24,1,fairly_active,0.0,6,1.5429914021167888,1.0,True,below_5,14,6,0.10351954484842815,0,11,279,16-24__fairly_active,0.10351954484842815,0.10351954484842815,False,predicted_previous_year,Random Forest
borough_279__age_2__activity_2,279,2,16-24,2,active,0.1193683050610083,6,11.684591154663014,1.0,True,10_to_below_30,14,6,0.16742420075380132,0,11,279,16-24__active,0.16742420075380132,0.16742420075380132,False,predicted_previous_year,Random Forest
borough_279__age_3__activity_0,279,3,25-34,0,inactive,0.1962618859700898,6,9.259589918673878,1.0,True,5_to_below_10,14,6,0.07924021943234211,0,11,279,25-34__inactive,0.07924021943234211,0.07924021943234211,False,predicted_previous_year,Random Forest
borough_279__age_3__activity_1,279,3,25-34,1,fairly_active,0.0,5,5.2666102583263035,1.0,True,5_to_below_10,14,6,0.09500335004504205,0,11,279,25-34__fairly_active,0.09500335004504205,0.09500335004504205,False,predicted_previous_year,Random Forest
borough_279__age_3__activity_2,279,3,25-34,2,active,0.0431714820328687,6,33.95747520352628,0.3333333333333333,True,30_or_above,14,6,0.10789518321812187,0,11,279,25-34__active,0.10789518321812187,0.10789518321812187,False,predicted_previous_year,Random Forest
borough_279__age_4__activity_0,279,4,35-44,0,inactive,0.0,6,10.582207167301547,1.0,True,10_to_below_30,14,6,0.07635419528510648,0,11,279,35-44__inactive,0.07635419528510648,0.07635419528510648,False,predicted_previous_year,Random Forest
borough_279__age_4__activity_1,279,4,35-44,1,fairly_active,0.0,6,6.137463360282086,1.0,True,5_to_below_10,14,6,0.08505721266800177,0,11,279,35-44__fairly_active,0.08505721266800176,0.08505721266800176,False,predicted_previous_year,Random Forest
borough_279__age_4__activity_2,279,4,35-44,2,active,0.0994889697743634,6,37.03720745487177,0.16666666666666666,True,30_or_above,14,6,0.11992073801856648,0,11,279,35-44__active,0.11992073801856648,0.11992073801856648,False,predicted_previous_year,Random Forest
borough_279__age_5__activity_0,279,5,45-54,0,inactive,0.2043265290805751,6,9.657691551360056,1.0,True,5_to_below_10,14,6,0.08445448009052894,0,11,279,45-54__inactive,0.08445448009052894,0.08445448009052894,False,predicted_previous_year,Random Forest
borough_279__age_5__activity_1,279,5,45-54,1,fairly_active,0.429732562618993,6,3.2204492327114806,1.0,True,below_5,14,6,0.08938569365867867,0,11,279,45-54__fairly_active,0.08938569365867867,0.08938569365867867,False,predicted_previous_year,Random Forest
borough_279__age_5__activity_2,279,5,45-54,2,active,0.2152841179927522,6,24.060267660338255,0.16666666666666666,True,10_to_below_30,14,6,0.15553669651363874,0,11,279,45-54__active,0.15553669651363877,0.15553669651363877,False,predicted_previous_year,Random Forest
borough_279__age_6__activity_0,279,6,55-64,0,inactive,0.0,6,5.694571739558764,1.0,True,5_to_below_10,14,6,0.08655687393177582,0,11,279,55-64__inactive,0.08655687393177582,0.08655687393177582,False,predicted_previous_year,Random Forest
borough_279__age_6__activity_1,279,6,55-64,1,fairly_active,0.0,6,1.7896502636305267,1.0,True,below_5,14,6,0.09521310369101224,0,11,279,55-64__fairly_active,0.09521310369101224,0.09521310369101224,False,predicted_previous_year,Random Forest
borough_279__age_6__activity_2,279,6,55-64,2,active,0.1156026475539206,6,18.342237026609162,0.3333333333333333,True,10_to_below_30,14,6,0.12560815972384287,0,11,279,55-64__active,0.12560815972384287,0.12560815972384287,False,predicted_previous_year,Random Forest
borough_279__age_7__activity_0,279,7,65-74,0,inactive,0.043046684468479,6,3.8700852537300907,1.0,True,below_5,14,6,0.07262588521618091,0,11,279,65-74__inactive,0.07262588521618092,0.07262588521618092,False,predicted_previous_year,Random Forest
borough_279__age_7__activity_1,279,7,65-74,1,fairly_active,0.0,6,1.4910137383379674,1.0,True,below_5,14,6,0.09743028320397468,0,11,279,65-74__fairly_active,0.0973767320461719,0.0973767320461719,False,predicted_previous_year,Random Forest
borough_279__age_7__activity_2,279,7,65-74,2,active,0.1472183780703288,6,6.7975718299986045,0.8333333333333334,True,5_to_below_10,14,6,0.12820317352774815,0,11,279,65-74__active,0.12820317352774815,0.12820317352774815,False,predicted_previous_year,Random Forest
borough_279__age_8__activity_0,279,8,75-84,0,inactive,0.2957041202166693,6,1.7750478529640186,1.0,True,below_5,14,6,0.08830424649105463,0,11,279,75-84__inactive,0.08830424649105462,0.08830424649105462,False,predicted_previous_year,Random Forest
borough_279__age_8__activity_1,279,8,75-84,1,fairly_active,1.0,4,1.0,1.0,True,below_5,14,6,0.08907742487834705,0,11,279,75-84__fairly_active,0.08907742487834705,0.08907742487834705,False,predicted_previous_year,Random Forest
borough_279__age_8__activity_2,279,8,75-84,2,active,0.1449977091289065,5,4.838505707534559,1.0,True,below_5,14,6,0.12812089456064407,0,11,279,75-84__active,0.1281208945606441,0.1281208945606441,False,predicted_previous_year,Random Forest
borough_279__age_9__activity_0,279,9,85+,0,inactive,0.0,2,1.7152112707911076,1.0,True,below_5,14,6,0.09641388258394079,0,11,279,85+__inactive,0.0964138825839408,0.0964138825839408,False,predicted_previous_year,Random Forest
borough_279__age_9__activity_1,279,9,85+,1,fairly_active,,1,1.0,1.0,False,below_5,14,6,0.09510800890057716,0,11,279,85+__fairly_active,0.09510800890057716,0.09510800890057716,False,predicted_previous_year,Random Forest
borough_279__age_9__activity_2,279,9,85+,2,active,0.0,2,1.0,1.0,True,below_5,14,6,0.09955818743449302,0,11,279,85+__active,0.09955818743449302,0.09955818743449302,False,predicted_previous_year,Random Forest
borough_280__age_2__activity_0,280,2,16-24,0,inactive,0.0,5,2.466919682496914,1.0,True,below_5,14,6,0.107171456387795,0,11,280,16-24__inactive,0.10717145638779503,0.10717145638779503,False,predicted_previous_year,Random Forest
borough_280__age_2__activity_1,280,2,16-24,1,fairly_active,0.0,5,1.6369328901885778,1.0,True,below_5,14,6,0.10721851496208895,0,11,280,16-24__fairly_active,0.10721851496208895,0.10721851496208895,False,predicted_previous_year,Random Forest
borough_280__age_2__activity_2,280,2,16-24,2,active,0.2442761958527524,6,13.497601801066216,0.8333333333333334,True,10_to_below_30,14,6,0.16770801100918004,0,11,280,16-24__active,0.16770801100918004,0.16770801100918004,False,predicted_previous_year,Random Forest
borough_280__age_3__activity_0,280,3,25-34,0,inactive,0.0,6,5.732672078649091,1.0,True,5_to_below_10,14,6,0.08321079057067717,0,11,280,25-34__inactive,0.08338984594925852,0.08338984594925852,False,predicted_previous_year,Random Forest
borough_280__age_3__activity_1,280,3,25-34,1,fairly_active,0.2864711913571112,6,5.220284854324892,1.0,True,5_to_below_10,14,6,0.09967451444789228,0,11,280,25-34__fairly_active,0.09967451444789228,0.09967451444789228,False,predicted_previous_year,Random Forest
borough_280__age_3__activity_2,280,3,25-34,2,active,0.1744438936258075,6,58.022685015009515,0.0,True,30_or_above,14,6,0.10965496597132439,0,11,280,25-34__active,0.10965496597132442,0.10965496597132442,False,predicted_previous_year,Random Forest
borough_280__age_4__activity_0,280,4,35-44,0,inactive,0.0702362452310388,6,5.647888743019987,1.0,True,5_to_below_10,14,6,0.08158124527570379,0,11,280,35-44__inactive,0.08158124527570383,0.08158124527570383,False,predicted_previous_year,Random Forest
borough_280__age_4__activity_1,280,4,35-44,1,fairly_active,0.5175277947674876,6,4.238799339245667,1.0,True,below_5,14,6,0.08945779968729564,0,11,280,35-44__fairly_active,0.08945779968729563,0.08945779968729563,False,predicted_previous_year,Random Forest
borough_280__age_4__activity_2,280,4,35-44,2,active,0.0947095215545694,6,35.79484239629511,0.0,True,30_or_above,14,6,0.12116633247596735,0,11,280,35-44__active,0.12116633247596735,0.12116633247596735,False,predicted_previous_year,Random Forest
borough_280__age_5__activity_0,280,5,45-54,0,inactive,0.1938948847173693,6,4.412785727839246,1.0,True,below_5,14,6,0.08781950609293311,0,11,280,45-54__inactive,0.08781950609293313,0.08781950609293313,False,predicted_previous_year,Random Forest
borough_280__age_5__activity_1,280,5,45-54,1,fairly_active,0.0,6,3.899991510291665,1.0,True,below_5,14,6,0.09355485762487847,0,11,280,45-54__fairly_active,0.09355485762487847,0.09355485762487847,False,predicted_previous_year,Random Forest
borough_280__age_5__activity_2,280,5,45-54,2,active,0.1751741407787596,6,28.059117254475073,0.3333333333333333,True,10_to_below_30,14,6,0.15599197785146843,0,11,280,45-54__active,0.15599197785146846,0.15599197785146846,False,predicted_previous_year,Random Forest
borough_280__age_6__activity_0,280,6,55-64,0,inactive,0.0,6,4.601505240597979,1.0,True,below_5,14,6,0.09038778314216668,0,11,280,55-64__inactive,0.09038778314216665,0.09038778314216665,False,predicted_previous_year,Random Forest
borough_280__age_6__activity_1,280,6,55-64,1,fairly_active,0.474192529011736,5,2.6444829012929945,1.0,True,below_5,14,6,0.09946776110770075,0,11,280,55-64__fairly_active,0.09946776110770075,0.09946776110770075,False,predicted_previous_year,Random Forest
borough_280__age_6__activity_2,280,6,55-64,2,active,0.1102599833419493,6,22.609403208576882,0.3333333333333333,True,10_to_below_30,14,6,0.12667528381407583,0,11,280,55-64__active,0.12667528381407583,0.12667528381407583,False,predicted_previous_year,Random Forest
borough_280__age_7__activity_0,280,7,65-74,0,inactive,0.0,6,4.566426649622952,1.0,True,below_5,14,6,0.0743588686456872,0,11,280,65-74__inactive,0.0743588686456872,0.0743588686456872,False,predicted_previous_year,Random Forest
borough_280__age_7__activity_1,280,7,65-74,1,fairly_active,0.0,4,2.11636240745233,1.0,True,below_5,14,6,0.10175818297398939,0,11,280,65-74__fairly_active,0.10175818297398939,0.10175818297398939,False,predicted_previous_year,Random Forest
borough_280__age_7__activity_2,280,7,65-74,2,active,0.1510899178020672,6,12.516372844767684,1.0,True,10_to_below_30,14,6,0.1295108068875745,0,11,280,65-74__active,0.1295108068875745,0.1295108068875745,False,predicted_previous_year,Random Forest
borough_280__age_8__activity_0,280,8,75-84,0,inactive,0.0,5,1.688214320886121,1.0,True,below_5,14,6,0.09231923965024653,0,11,280,75-84__inactive,0.09231923965024653,0.09231923965024653,False,predicted_previous_year,Random Forest
borough_280__age_8__activity_1,280,8,75-84,1,fairly_active,0.0,3,1.0,1.0,True,below_5,14,6,0.09245081488251693,0,11,280,75-84__fairly_active,0.0925722324437765,0.0925722324437765,False,predicted_previous_year,Random Forest
borough_280__age_8__activity_2,280,8,75-84,2,active,0.0,5,3.5730950351349096,1.0,True,below_5,14,6,0.1293853637491621,0,11,280,75-84__active,0.12938536374916212,0.12938536374916212,False,predicted_previous_year,Random Forest
borough_280__age_9__activity_0,280,9,85+,0,inactive,,2,1.4979041403455355,1.0,False,below_5,14,6,0.09985710683957433,0,11,280,85+__inactive,0.09985710683957433,0.09985710683957433,False,predicted_previous_year,Random Forest
borough_280__age_9__activity_1,280,9,85+,1,fairly_active,,0,,,False,unknown,14,6,0.09951342268748935,0,11,280,85+__fairly_active,0.09951342268748935,0.09951342268748935,False,predicted_previous_year,Random Forest
borough_280__age_9__activity_2,280,9,85+,2,active,,1,1.0,1.0,False,below_5,14,6,0.10371912961193129,0,11,280,85+__active,0.10371912961193126,0.10371912961193126,False,predicted_previous_year,Random Forest
borough_293__age_2__activity_0,293,2,16-24,0,inactive,0.0,5,6.85925860157224,1.0,True,5_to_below_10,14,6,0.10188472256121826,0,11,293,16-24__inactive,0.10188472256121826,0.10188472256121826,False,predicted_previous_year,Random Forest
borough_293__age_2__activity_1,293,2,16-24,1,fairly_active,0.0596964124026508,6,1.9139895923601835,1.0,True,below_5,14,6,0.10034218838889018,0,11,293,16-24__fairly_active,0.10034218838889018,0.10034218838889018,False,predicted_previous_year,Random Forest
borough_293__age_2__activity_2,293,2,16-24,2,active,0.0453239788271939,6,15.271729018212916,0.6666666666666666,True,10_to_below_30,14,6,0.16730972512110653,0,11,293,16-24__active,0.16730972512110653,0.16730972512110653,False,predicted_previous_year,Random Forest
borough_293__age_3__activity_0,293,3,25-34,0,inactive,0.0,6,8.39108188490378,1.0,True,5_to_below_10,14,6,0.07683408454253814,0,11,293,25-34__inactive,0.07683408454253814,0.07683408454253814,False,predicted_previous_year,Random Forest
borough_293__age_3__activity_1,293,3,25-34,1,fairly_active,0.0,6,5.066695957332538,1.0,True,5_to_below_10,14,6,0.0905382953382422,0,11,293,25-34__fairly_active,0.0905382953382422,0.0905382953382422,False,predicted_previous_year,Random Forest
borough_293__age_3__activity_2,293,3,25-34,2,active,0.0685104718447968,6,30.811889596536602,0.16666666666666666,True,30_or_above,14,6,0.10607709538238423,0,11,293,25-34__active,0.10607709538238423,0.10607709538238423,False,predicted_previous_year,Random Forest
borough_293__age_4__activity_0,293,4,35-44,0,inactive,0.0,6,6.019190709081805,1.0,True,5_to_below_10,14,6,0.07353431677811653,0,11,293,35-44__inactive,0.07353431677811652,0.07353431677811652,False,predicted_previous_year,Random Forest
borough_293__age_4__activity_1,293,4,35-44,1,fairly_active,0.0,6,2.9070390423896466,1.0,True,below_5,14,6,0.08147719485058368,0,11,293,35-44__fairly_active,0.08147719485058365,0.08147719485058365,False,predicted_previous_year,Random Forest
borough_293__age_4__activity_2,293,4,35-44,2,active,0.1160337612210094,6,26.848382902459512,0.3333333333333333,True,10_to_below_30,14,6,0.11876054209994788,0,11,293,35-44__active,0.1187605420999479,0.1187605420999479,False,predicted_previous_year,Random Forest
borough_293__age_5__activity_0,293,5,45-54,0,inactive,0.0,6,4.81607277697827,1.0,True,below_5,14,6,0.08184701652490237,0,11,293,45-54__inactive,0.08184701652490237,0.08184701652490237,False,predicted_previous_year,Random Forest
borough_293__age_5__activity_1,293,5,45-54,1,fairly_active,0.0,6,2.9045895370886656,1.0,True,below_5,14,6,0.08610200591821285,0,11,293,45-54__fairly_active,0.08610200591821285,0.08610200591821285,False,predicted_previous_year,Random Forest
borough_293__age_5__activity_2,293,5,45-54,2,active,0.0581742066322972,6,20.83946555405347,0.3333333333333333,True,10_to_below_30,14,6,0.1552714349834143,0,11,293,45-54__active,0.1552714349834143,0.1552714349834143,False,predicted_previous_year,Random Forest
borough_293__age_6__activity_0,293,6,55-64,0,inactive,0.0,6,7.408401678330339,1.0,True,5_to_below_10,14,6,0.08406361374799858,0,11,293,55-64__inactive,0.08406361374799859,0.08406361374799859,False,predicted_previous_year,Random Forest
borough_293__age_6__activity_1,293,6,55-64,1,fairly_active,0.0,6,2.6246849216431647,1.0,True,below_5,14,6,0.09104378703991838,0,11,293,55-64__fairly_active,0.09104378703991838,0.09104378703991838,False,predicted_previous_year,Random Forest
borough_293__age_6__activity_2,293,6,55-64,2,active,0.0,6,18.306694567767217,0.5,True,10_to_below_30,14,6,0.1245863643983359,0,11,293,55-64__active,0.12458636439833594,0.12458636439833594,False,predicted_previous_year,Random Forest
